123I IODE IOBENGUANE 74 MBQ/ML  INJ,123I IODE IOBENGUANE ,74 MBQ/ML ,, 
BROMOCRIPTINE ZEN 2.5 MG. CPR,BROMOCRIPTINE ,5 MG ,,ZEN 
BROMOCRIPTINE ZEN 2.5MG CPR INH LACT,BROMOCRIPTINE INH LACT ,2.5MG ,,ZEN 
BROMOCRIPTINE ZEN 5 MG GELULE,BROMOCRIPTINE INH LACTEE ,2.5MG ,,
BROMOSULFOPHTALEINE 500MG/10ML  NSFP,BROMOSULFOPHTALEINE ,500MG/10ML ,, 
BROMPHENIRAMINE 12MG GELULE,BROMPHENIRAMINE ,12MG ,,
BROMPHENIRAMINE 2MG/5ML SIROP,BROMPHENIRAMINE ,2MG/5ML ,,
BROMSULFONEPHTALEINE SERB NSFP,BROMSULFONEPHTALEINE SERB ,,,
BRONCALENE AD SANS SUCRE SIROP,BRONCALENE ,,,
BRONCALENE AD SIROP,BRONCALENE AD ,,,
BRONCALENE ENF SIROP,BRONCALENE AD SANS SUCRE ,,,
BRONCALENE NR SIROP NSFP,BRONCALENE NR ,,,
BRONCATHIOL 2% ENF NR SOL BUV,BRONCATHIOL EXPECT AD ,5% ,,
BRONCATHIOL EXPECT 5% AD SOL BUV,BRONCATHIOL NR ,2% ,,
BRONCHALENE AD SIROP NSFP,BRONCHALENE ,,,
BRONCHALENE ENF SIROP NSFP,BRONCHALENE AD ,,,
BRONCHALENE NR SIROP NSFP,BRONCHALENE NR ,,,
BRONCHALENE SS SUCRE AD SIROP NSFP,BRONCHALENE SS SUCRE AD ,,,
BRONCHATHIOL 2% ENF NR SOL BUV NSFP,BRONCHATHIOL ,5% ,,
BRONCHATHIOL 5% SOL BUV NSFP,BRONCHATHIOL NR ,2% ,,
BRONCHEX PATE SUCREE NSFP,BRONCHEX ,,,
BRONCHEX SIROP NSFP,BRONCHEX SUCREE ,,,
BRONCHO LACTOL AD ENF EMULSION NSFP,BRONCHO LACTOL AD ,,,
BRONCHO LACTOL BB EMULSION NSFP,BRONCHO LACTOL BB ,,,
BRONCHOCYST 2% ENF SIROP NSFP,BRONCHOCYST ,2% ,,
BRONCHOCYST 5% AD SIROP NSFP,BRONCHOCYST AD ,5% ,,
BRONCHODERMINE AD SUPPO,BRONCHODERMINE ,,,
BRONCHODERMINE ENF SUPPO,BRONCHODERMINE ,,,
BRONCHODERMINE NR SUPPO NSFP,BRONCHODERMINE AD ,,,
BRONCHODERMINE POMMADE,BRONCHODERMINE NR ,,,
BRONCHODUAL 100/40 GELULE+INH NSFP,BRONCHODUAL ,50/20MICROG ,,
BRONCHODUAL 100/40 INH EN GELULE,BRONCHODUAL GELULE+INH ,100/40 ,,
BRONCHODUAL 50/20 MICROG INHAL,BRONCHODUAL INH ,100/40 ,,
BRONCHODUAL 50/20MICROG INHAL NSFP,BRONCHODUAL MICROG ,50/20 ,,
BRONCHOIDS CPR ENR NSFP,BRONCHOIDS ,,,
BRONCHOKOD 2% ENF NR SIROP,BRONCHOKOD ,750MG ,,
BRONCHOKOD 2% ENF NR SOL BUV Gé,BRONCHOKOD AD ,5% 125ML ,,
BRONCHOKOD 5% AD SIROP 125ML Gé NSFP,BRONCHOKOD AD ,5% 250ML ,,
BRONCHOKOD 5% AD SIROP 250ML Gé,BRONCHOKOD AD ,5% 300ML ,,
BRONCHOKOD 5% AD SIROP 300ML NSFP,BRONCHOKOD AD ,5% 300ML ,,
BRONCHOKOD 5% AD SOL BUV 125ML NSFP,BRONCHOKOD AD ,750MG/10ML ,,
BRONCHOKOD 5% AD SOL BUV 250ML,BRONCHOKOD AD Gé ,5% 125ML ,,
BRONCHOKOD 5% AD SOL BUV 300ML,BRONCHOKOD AD Gé ,5% 250ML ,,
BRONCHOKOD 750MG GRANULES NSFP,BRONCHOKOD NR ,2% ,,
BRONCHOKOD 750MG/10ML AD SOL BUV SAC,BRONCHOKOD NR Gé ,2% ,,
BRONCHORECTINE AU CITRAL AD SUPPO,BRONCHORECTINE AU CITRAL ,,,
BRONCHORECTINE AU CITRAL ENF SUPPO,BRONCHORECTINE AU CITRAL AD ,,,
BRONCHORECTINE CITRAL NR SUPPO NSFP,BRONCHORECTINE CITRAL NR ,,,
BRONCHOSPRAY SOL NSFP,BRONCHOSPRAY ,,,
BRONCHOTULISAN EUCALY AD SUPPO NSFP,BRONCHOTULISAN EUCALY ,,,
BRONCHOTULISAN EUCALY ENF SUPPO NSFP,BRONCHOTULISAN EUCALY AD ,,,
BRONCHY 11.7MG/15ML AD SIROP NSFP,BRONCHY ,,,
BRONCHY ENF SIROP NSFP,BRONCHY AD ,11.7MG/15ML ,,
BRONCHY NR SIROP NSFP,BRONCHY NR ,,,
BRONCHYDEX 15MG SS SUCRE SIROP NSFP,BRONCHYDEX AD ,15MG/5ML ,,
BRONCHYDEX 15MG/5ML AD SIROP NSFP,BRONCHYDEX SS SUCRE ,15MG ,,
BRONCHYTEINE 2% NR ENF SIROP NSFP,BRONCHYTEINE AD ,5% ,,
BRONCHYTEINE 5% AD SIROP NSFP,BRONCHYTEINE NR ,2% ,,
BRONCHYTUC 15MG/5ML SIROP NSFP,BRONCHYTUC ,15MG/5ML ,,
BRONCHYTUC SS SUCRE 15MG/5ML NSFP,BRONCHYTUC SS SUCRE ,15MG/5ML ,,
BRONCOCLAR 2% ENF SIROP NSFP,BRONCOCLAR ,2% ,,
BRONCOCLAR 200MG GRANULES SACH NSFP,BRONCOCLAR ,200MG ,,
BRONCOCLAR 5% AD SIROP,BRONCOCLAR AD ,5% ,,
BRONCOL PATE NSFP,BRONCOL ,,,
BRONCORINOL 5% AD EXPECT BUV NSFP,BRONCORINOL ,,,
BRONCORINOL AD TOUX SECHE SIROP NSFP,BRONCORINOL AD EXPECT ,5% ,,
BRONCORINOL AD TX SECHE SIROP NSFP,BRONCORINOL AD TOUX SECHE ,,,
BRONCORINOL COLLUTOIRE NSFP,BRONCORINOL AD TX SECHE ,,,
BRONCORINOL ENF TX SECHE SIROP NSFP,BRONCORINOL ETATS GRIPPAUX ,,,
BRONCORINOL ETATS GRIPPAUX PDR NSFP,BRONCORINOL MAUX DE GORGE ,,,
BRONCORINOL MAUX DE GORGE CPR NSFP,BRONCORINOL RHINITES ,,,
BRONCORINOL RHINITES SOL NASALE NSFP,BRONCORINOL RHUME ,,,
BRONCORINOL RHUME GELULE NSFP,BRONCORINOL TX SECHE ,,,
BRONILIDE 0.25MG SUSP INHAL NSFP,BRONILIDE ,0.25MG ,,
BRONKIREX 2% ENF NR SIROP SS Gé NSFP,BRONKIREX AD SS ,5% ,,
BRONKIREX 5% AD SIROP SS NSFP,BRONKIREX NR SS Gé ,2% ,,
BRONPAX A LA TYROTHRICINE PATE NSFP,BRONPAX ,,,
BRONPAX AD SIROP NSFP,BRONPAX A LA TYROTHRICINE ,,,
BRONPAX ENF SIROP NSFP,BRONPAX AD ,,,
BROPARESTROL 10% POMMADE NSFP,BROPARESTROL ,10% ,,
BRUFEN 200MG CPR NSFP,BRUFEN ,200MG ,,
BRUFEN 400MG CPR,BRUFEN ,400MG ,,
BRUFEN 400MG CPR NSFP,BRUFEN ,400MG ,,
BRUFEN 500MG SUPPO NSFP,BRUFEN ,500MG ,,
BRUFEN 600MG CPR NSFP,BRUFEN ,600MG ,,
BRUFEN 600MG GLE EFFV SACH NSFP,BRUFEN ,800MG ,,
BRUFEN 800MG CPR NSFP,BRUFEN ,800MG ,,
BRUFEN LP 800MG CPR NSFP,BRUFEN EFFV ,600MG ,,
BRULEX POMMADE TUBE 30G,BRULEX ,30G ,,
BRULEX POMMADE TUBE 30G NSFP,BRULEX ,30G ,,
BRULEX POMMADE TUBE 55G NSFP,BRULEX ,55G ,,
BRYONIA OPOD BOIRON LIN 125ML,BRYONIA OPOD LIN ,125ML ,,BOIRON 
BSS COMPOSE SOL OPH F 240ML + F 10ML,BSS ,,,
BSS COMPOSE SOL OPH F 480ML + F 20ML,BSS ,15ML ,,
BSS SOL OPH FL 15ML NSFP,BSS ,250ML ,,
BSS SOL OPH FL 250ML NSFP,BSS ,500ML ,,
BSS SOL OPH FL 500ML NSFP,BSS F + F ,240ML 10ML ,,
BSS SOL OPH POC NSFP,BSS F + F ,480ML 20ML ,,
BUCANEST 4% SS VASOCONSTR INJ NSFP,BUCANEST ADR CART ,1/100 000 1.7ML ,,
BUCANEST ADR 1/100 000 CART 1.7ML,BUCANEST ADR CART ,1/200 000 1.7ML ,,
BUCANEST ADR 1/200 000 CART 1.7ML,BUCANEST SS VASOCONSTR ,4% ,,
BUCASEPT SOL  BDB FL 150ML NSFP,BUCASEPT ,150ML ,,
BUCASEPT SOL BAIN DE BOUCHE NSFP,BUCASEPT ,150ML ,, 
BUCASEPT SOL PR BDB FL 150ML NSFP,BUCASEPT BAIN DE BOUCHE ,,,
BUCCAWALTER SOL NSFP,BUCCAWALTER ,,,
BUCCOBET 0.1MG CPR,BUCCOBET ,0.1MG ,,
BUCCOLAM 10MG SOL BUCCALE,BUCCOLAM ,10MG ,,
BUCCOLAM 2.5MG SOL BUCCALE,BUCCOLAM ,2.5MG ,,
BUCCOLAM 5MG SOL BUCCALE,BUCCOLAM ,5MG ,,
BUCCOLAM 7.5MG SOL BUCCALE,BUCCOLAM ,7.5MG ,,
BUCCOSOIN SOL PR BDB FL 200ML,BUCCOSOIN ,200ML ,,
BUCCOSOIN SOL PR BDB FL 500ML,BUCCOSOIN ,500ML ,,
BUCCOTHYMOL SOL PR BDB NSFP,BUCCOTHYMOL ,,,
BUDESONIDE 0.5MG/2ML SUSP INHAL,BUDESONIDE ,0.5MG/2ML ,,
BUDESONIDE 100 MICROG PDR INHALATION,BUDESONIDE ,1MG/2ML ,,
BUDESONIDE 100/6 MICG FOMETEROL INH,BUDESONIDE ,1MG/2ML ,,TVC 
BUDESONIDE 1MG/2ML SUSP INHAL,BUDESONIDE ,200MICROG ,,
BUDESONIDE 200/6 MICROG FORM INH,BUDESONIDE ,3 MG ,,
BUDESONIDE 200MICROG PDR INHAL,BUDESONIDE ,400MICROG ,,
BUDESONIDE 3 MG GELULE,BUDESONIDE INH ,0.5MG/2ML ,,ARW 
BUDESONIDE 400/12 MICROG FORMO INH,BUDESONIDE INH ,0.5MG/2ML ,,BGA 
BUDESONIDE 400MICROG PDR INHAL,BUDESONIDE INH ,0.5MG/2ML ,,EG 
BUDESONIDE 64 MICROG SUSP NASALE,BUDESONIDE INH ,0.5MG/2ML ,,EVO 
BUDESONIDE ARW 0.5MG/2ML SUSP INH,BUDESONIDE INH ,0.5MG/2ML ,,MYL 
BUDESONIDE ARW 1MG/2ML SUSP INH,BUDESONIDE INH ,0.5MG/2ML ,,PHR 
BUDESONIDE BGA 0.5MG/2ML SUSP INH,BUDESONIDE INH ,0.5MG/2ML ,,SDZ 
BUDESONIDE BGA 1MG/2ML SUSP INH,BUDESONIDE INH ,0.5MG/2ML ,,TVC 
BUDESONIDE EG 0.5MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,ARW 
BUDESONIDE EG 1MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,BGA 
BUDESONIDE EVO 0.5MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,EG 
BUDESONIDE EVO 1MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,EVO 
BUDESONIDE ISD 1MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,ISD 
BUDESONIDE MYL 0.5MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,MYL 
BUDESONIDE MYL 1MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,PHR 
BUDESONIDE PHR 0.5MG/2ML SUSP INH,BUDESONIDE INH ,1MG/2ML ,,SDZ 
BUDESONIDE PHR 1MG/2ML SUSP INH,BUDESONIDE MICG FOMETEROL INH ,100/6 ,,
BUDESONIDE SDZ 0.5MG/2ML SUSP INH,BUDESONIDE MICROG ,100 ,,
BUDESONIDE SDZ 1MG/2ML SUSP INH,BUDESONIDE MICROG ,200 ,,TVC 
BUDESONIDE TVC 0.5MG/2ML SUSP INH,BUDESONIDE MICROG ,400 ,,TVC 
BUDESONIDE TVC 1MG/2ML SUSP,BUDESONIDE MICROG ,64 ,,
BUDESONIDE TVC 200 MICROG PDR NC,BUDESONIDE MICROG FORM INH ,200/6 ,,
BUDESONIDE TVC 400 MICROG PDR NC,BUDESONIDE MICROG FORMO INH ,400/12 ,,
BUFAL 5% CREME NSFP,BUFAL ,5% ,,
BUFLOMEDIL ACT 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,ACT 
BUFLOMEDIL ARW 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,ARW 
BUFLOMEDIL ARW 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,BAY 
BUFLOMEDIL BAY 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,BGA 
BUFLOMEDIL BAY 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,CRT 
BUFLOMEDIL BGA 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,EG 
BUFLOMEDIL BGA 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,EG 
BUFLOMEDIL CRT 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,GGA 
BUFLOMEDIL EG 150MG CP NSFP,BUFLOMEDIL ,150MG ,,GNR 
BUFLOMEDIL EG 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,IRX 
BUFLOMEDIL EG 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,MYL 
BUFLOMEDIL EG 300MG CPR PEL NSFP,BUFLOMEDIL ,150MG ,,QUA 
BUFLOMEDIL EG LABO 300MG CPR NC,BUFLOMEDIL ,150MG ,,RPG 
BUFLOMEDIL GGA 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,RTP 
BUFLOMEDIL GGA 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,SDZ 
BUFLOMEDIL GNR 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,TVC 
BUFLOMEDIL GNR 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,TVC 
BUFLOMEDIL IRX 150MG CPR NSFP,BUFLOMEDIL ,150MG ,,WTR 
BUFLOMEDIL IRX 300MG CPR NSFP,BUFLOMEDIL ,150MG ,,ZYD 
BUFLOMEDIL LAFON 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,ARW 
BUFLOMEDIL LAFON 300MG CPR NSFP,BUFLOMEDIL ,300MG ,,BAY 
BUFLOMEDIL MKG 300MG CPR NSFP,BUFLOMEDIL ,300MG ,,BGA 
BUFLOMEDIL MYL 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,EG 
BUFLOMEDIL QUA 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,GGA 
BUFLOMEDIL QUA 300MG CPR NSFP,BUFLOMEDIL ,300MG ,,GNR 
BUFLOMEDIL RPG 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,IRX 
BUFLOMEDIL RPG 300MG CPR NSFP,BUFLOMEDIL ,300MG ,,MKG 
BUFLOMEDIL RTP 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,QUA 
BUFLOMEDIL RTP 400MG/40ML INJ NSFP,BUFLOMEDIL ,300MG ,,RPG 
BUFLOMEDIL SDZ 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,SDZ 
BUFLOMEDIL SDZ 300MG CPR NSFP,BUFLOMEDIL ,300MG ,,TVC 
BUFLOMEDIL TVC 150MG CP NSFP,BUFLOMEDIL ,300MG ,,WTR 
BUFLOMEDIL TVC 150MG CPR NSFP,BUFLOMEDIL ,300MG ,,ZYD 
BUFLOMEDIL TVC 300MG CPR NSFP,BUFLOMEDIL ,400MG/40ML ,,RTP 
BUFLOMEDIL TVC 300MG CPR PEL NSFP,BUFLOMEDIL LABO ,300MG ,,EG 
BUFLOMEDIL WTR 150MG CPR NSFP,BUFLOMEDIL LAFON ,150MG ,,
BUFLOMEDIL WTR 300MG CPR NC,BUFLOMEDIL LAFON ,300MG ,,
BUFLOMEDIL ZYD 150MG CPR NSFP,BUFLOMEDIL PEL ,300MG ,,EG 
BUFLOMEDIL ZYD 300MG CPR NSFP,BUFLOMEDIL PEL ,300MG ,,TVC 
BUMETANIDE 1MG COMPRIME,BUMETANIDE ,1MG ,,
BUMETANIDE 2MG/4ML SOL INJECTABLE,BUMETANIDE ,2MG/4ML ,,
BUMETANIDE 5MG COMPRIME,BUMETANIDE ,5MG ,,
BUPIFORAN 0.25% SOL INJ 10ML NSFP,BUPIFORAN ,0.25% 10ML ,,
BUPIFORAN 0.25% SOL INJ 20ML NSFP,BUPIFORAN ,0.25% 20ML ,,
BUPIFORAN 0.50% SOL INJ 10ML NSFP,BUPIFORAN ,0.50% 10ML ,,
BUPIFORAN 0.50% SOL INJ 20ML NSFP,BUPIFORAN ,0.50% 20ML ,,
BUPIVACAINE 2.5MG/ML ADR INJ,BUPIVACAINE ,0.25% 10ML ,,AGT 
BUPIVACAINE 2.5MG/ML SOL INJ,BUPIVACAINE ,0.25% 10ML ,,DKT 
BUPIVACAINE 5MG/ML ADR INJ 20ML,BUPIVACAINE ,0.25% 20ML ,,AGT 
BUPIVACAINE 5MG/ML RACHIANESTHESIE,BUPIVACAINE ,0.25% 20ML ,,DKT 
BUPIVACAINE 5MG/ML SOL INJ,BUPIVACAINE ,0.25% 5ML ,,AGT 
BUPIVACAINE AGT 0.25% ADR 10ML NSFP,BUPIVACAINE ,0.50% 10ML ,,DKT 
BUPIVACAINE AGT 0.25% ADR 20ML NSFP,BUPIVACAINE ,0.50% 20ML ,,AGT 
BUPIVACAINE AGT 0.25% INJ 10ML NSFP,BUPIVACAINE ,0.50% 20ML ,,DKT 
BUPIVACAINE AGT 0.25% INJ 20ML NSFP,BUPIVACAINE ,2.5MG/ML ,,
BUPIVACAINE AGT 0.25% INJ 5ML NSFP,BUPIVACAINE ,2.5MG/ML 20ML ,,AGT 
BUPIVACAINE AGT 0.50% ADR INJ NSFP,BUPIVACAINE ,2.5MG/ML 20ML ,,BBM 
BUPIVACAINE AGT 0.50% INJ 20ML NSFP,BUPIVACAINE ,2.5MG/ML 20ML ,,MYL 
BUPIVACAINE AGT 2.5MG/ML ADR INJ,BUPIVACAINE ,5MG/ML ,,
BUPIVACAINE AGT 2.5MG/ML INJ 20ML,BUPIVACAINE ,5MG/ML 20ML ,,AGT 
BUPIVACAINE AGT 5MG/ML ADR INJ 20ML,BUPIVACAINE ,5MG/ML 20ML ,,BBM 
BUPIVACAINE AGT 5MG/ML INJ 20ML,BUPIVACAINE ,5MG/ML 20ML ,,MYL 
BUPIVACAINE AGT RACHI 5MG/ML INJ 4ML,BUPIVACAINE ADR ,0.25% ,,MKG  
BUPIVACAINE BBM 2.5MG/ML INJ 20ML,BUPIVACAINE ADR ,0.25% 10ML ,,AGT 
BUPIVACAINE BBM 5MG/ML INJ 20ML NSFP,BUPIVACAINE ADR ,0.25% 10ML ,,QUA 
BUPIVACAINE DKT 0.25% INJ 10ML NSFP,BUPIVACAINE ADR ,0.25% 20ML ,,AGT 
BUPIVACAINE DKT 0.25% INJ 20ML NSFP,BUPIVACAINE ADR ,0.50% ,,AGT 
BUPIVACAINE DKT 0.50% INJ 10ML NSFP,BUPIVACAINE ADR ,0.50% ,,MKG  
BUPIVACAINE DKT 0.50% INJ 20ML NSFP,BUPIVACAINE ADR ,0.50% 10ML ,,QUA 
BUPIVACAINE MKG 0.25% ADR INJ  NSFP,BUPIVACAINE ADR ,2.5MG/ML ,,
BUPIVACAINE MKG 0.50% ADR INJ  NSFP,BUPIVACAINE ADR ,2.5MG/ML ,,AGT 
BUPIVACAINE MYL 2.5MG/ML INJ 20ML,BUPIVACAINE ADR ,5MG/ML 20ML ,,
BUPIVACAINE MYL 5MG/ML INJ 20ML,BUPIVACAINE ADR ,5MG/ML 20ML ,,AGT 
BUPIVACAINE MYL RACHI 5MG/ML INJ 4ML,BUPIVACAINE RACHI ,5MG/ML 4ML ,,AGT 
BUPIVACAINE QUA 0.25% ADR 10ML NSFP,BUPIVACAINE RACHI ,5MG/ML 4ML ,,MYL 
BUPIVACAINE QUA 0.50% ADR 10ML NSFP,BUPIVACAINE RACHIANESTHESIE ,5MG/ML ,,
BUPRENORPHINE + NALOXONE 8MG/2MG CPR,BUPRENORPHINE ,0.2MG ,,
BUPRENORPHINE 0.2MG CPR SUBLINGUAL,BUPRENORPHINE ,0.3MG/ML ,,
BUPRENORPHINE 0.3MG/ML SOL INJ,BUPRENORPHINE ,0.4 MG ,,SUB 
BUPRENORPHINE 0.4 MG COMPRIME SUB,BUPRENORPHINE ,0.4MG ,,ARG 
BUPRENORPHINE 1 MG COMPRIME SUB,BUPRENORPHINE ,0.4MG ,,ARW 
BUPRENORPHINE 2 MG COMPRIME SUB,BUPRENORPHINE ,0.4MG ,,BGA 
BUPRENORPHINE 4 MG COMPRIME SUB,BUPRENORPHINE ,0.4MG ,,EG 
BUPRENORPHINE 6 MG COMPRIME SUB,BUPRENORPHINE ,0.4MG ,,MYL 
BUPRENORPHINE 8 MG COMPRIME SUB,BUPRENORPHINE ,0.4MG ,,SDZ 
BUPRENORPHINE ARG 0.4MG CPR NC,BUPRENORPHINE ,0.4MG ,,TVC 
BUPRENORPHINE ARG 2MG CPR NC,BUPRENORPHINE ,1 MG ,,SUB 
BUPRENORPHINE ARG 8MG CPR NC,BUPRENORPHINE ,1MG ,,ARW 
BUPRENORPHINE ARW 0.4MG CPR,BUPRENORPHINE ,1MG ,,MYL 
BUPRENORPHINE ARW 1MG CPR,BUPRENORPHINE ,1MG ,,SDZ 
BUPRENORPHINE ARW 2MG CPR,BUPRENORPHINE ,1MG ,,TVC 
BUPRENORPHINE ARW 4MG CPR,BUPRENORPHINE ,2 MG ,,SUB 
BUPRENORPHINE ARW 6MG CPR,BUPRENORPHINE ,2MG ,,ARG 
BUPRENORPHINE ARW 8MG CPR,BUPRENORPHINE ,2MG ,,ARW 
BUPRENORPHINE BGA 0.4MG CPR,BUPRENORPHINE ,2MG ,,BGA 
BUPRENORPHINE BGA 2MG CPR,BUPRENORPHINE ,2MG ,,EG 
BUPRENORPHINE BGA 8MG CPR,BUPRENORPHINE ,2MG ,,MYL 
BUPRENORPHINE EG 0.4MG CPR,BUPRENORPHINE ,2MG ,,SDZ 
BUPRENORPHINE EG 2MG CPR,BUPRENORPHINE ,2MG ,,TVC 
BUPRENORPHINE EG 8MG CPR,BUPRENORPHINE ,4 MG ,,SUB 
BUPRENORPHINE MYL 0.4MG CPR,BUPRENORPHINE ,4MG ,,ARW 
BUPRENORPHINE MYL 1MG CPR,BUPRENORPHINE ,4MG ,,MYL 
BUPRENORPHINE MYL 2MG CPR,BUPRENORPHINE ,4MG ,,SDZ 
BUPRENORPHINE MYL 4MG CPR,BUPRENORPHINE ,4MG ,,TVC 
BUPRENORPHINE MYL 6MG CPR,BUPRENORPHINE ,6 MG ,,SUB 
BUPRENORPHINE MYL 8MG CPR,BUPRENORPHINE ,6MG ,,ARW 
BUPRENORPHINE SDZ 0.4MG CPR,BUPRENORPHINE ,6MG ,,MYL 
BUPRENORPHINE SDZ 1MG CPR,BUPRENORPHINE ,6MG ,,SDZ 
BUPRENORPHINE SDZ 2MG CPR,BUPRENORPHINE ,6MG ,,TVC 
BUPRENORPHINE SDZ 4MG CPR,BUPRENORPHINE ,8 MG ,,SUB 
BUPRENORPHINE SDZ 6MG CPR,BUPRENORPHINE ,8MG ,,ARG 
BUPRENORPHINE SDZ 8MG CPR,BUPRENORPHINE ,8MG ,,ARW 
BUPRENORPHINE TVC 0.4MG CPR,BUPRENORPHINE ,8MG ,,BGA 
BUPRENORPHINE TVC 1MG CPR,BUPRENORPHINE ,8MG ,,EG 
BUPRENORPHINE TVC 2MG CPR,BUPRENORPHINE ,8MG ,,MYL 
BUPRENORPHINE TVC 4MG CPR,BUPRENORPHINE ,8MG ,,SDZ 
BUPRENORPHINE TVC 6MG CPR,BUPRENORPHINE ,8MG ,,TVC 
BUPRENORPHINE TVC 8MG CPR,BUPRENORPHINE + NALOXONE ,8MG/2MG ,,
BUPRENORPHNE  NALOXONE 2MG/0.5MG CPR,BUPRENORPHNE NALOXONE ,2MG/0.5MG ,, 
BUPROPION LP 150MG COMPRIME,BUPROPION ,150MG ,,
BURINEX 0.5MG/2ML SOL INJ NSFP,BURINEX ,0.5MG/2ML ,,
BURINEX 1MG CPR,BURINEX ,1MG ,,
BURINEX 2MG/4ML SOL INJ,BURINEX ,2MG/4ML ,,
BURINEX 5MG CPR,BURINEX ,5MG ,,
BURINEX 5MG/20ML SOL INJ NSFP,BURINEX ,5MG/20ML ,,
BUSCOPAN 10MG CPR NSFP,BUSCOPAN ,10MG ,,
BUSCOPAN 10MG SUPPO NSFP,BUSCOPAN ,10MG ,,
BUSCOPAN 20MG/1ML SOL INJ NSFP,BUSCOPAN ,20MG/1ML ,,
BUSERELINE 1MG/ML SOL INJECTABLE,BUSERELINE ,1MG/ML ,,
BUSERELINE 1MG/ML SOLUTION NASALE,BUSERELINE ,1MG/ML ,,
BUSERELINE 6.3MG IMPLANT,BUSERELINE ,6.3MG ,,
BUSILVEX 6MG/ML SOL INJ FL 10ML,BUSILVEX ,6MG/ML 10ML ,,
BUSILVEX 6MG/ML SOL INJ FL 10ML NSFP,BUSILVEX ,6MG/ML 10ML ,,
BUSPAR 10MG CPR NSFP,BUSPAR ,10MG ,,
BUSPIRONE 10 MG COMPRIME,BUSPIRONE ,10 MG ,,
BUSPIRONE GGA 10MG CPR NSFP,BUSPIRONE ,10MG ,,GGA 
BUSPIRONE IVX 10MG CPR NSFP,BUSPIRONE ,10MG ,,IVX 
BUSPIRONE MKG GEN 10MG CPR NC,BUSPIRONE ,10MG ,,MYL 
BUSPIRONE MYL 10MG CPR,BUSPIRONE ,10MG ,,SDZ 
BUSPIRONE SDZ 10MG CPR,BUSPIRONE ,10MG ,,TVC 
BUSPIRONE TVC 10MG CPR NSFP,BUSPIRONE GEN ,10MG ,,MKG 
BUSULFAN 2MG CPR,BUSULFAN ,2MG ,,
BUSULFAN 6MG SOL INJ,BUSULFAN ,6MG ,,
BUTAZOLIDINE 100MG CPR NSFP,BUTAZOLIDINE ,100MG ,,
BUTAZOLIDINE 250MG SUPPO NSFP,BUTAZOLIDINE ,250MG ,,
BUTIX  GEL NSFP,BUTIX ,,, 
BUTIX 2% GEL,BUTIX ,2% ,,
BUTIX 5MG CPR NSFP,BUTIX ,5MG ,,
BUTOBARBITAL DIPHARMA 200MG NSFP,BUTOBARBITAL DIPHARMA ,200MG ,,
BUTOCONAZOLE 100MG OVULE,BUTOCONAZOLE ,100MG ,,
BUTYLSCOPOLAMINE 20MG/ML SOL INJ,BUTYLSCOPOLAMINE ,20MG/ML ,,
BUVENTOL EASY 100 MICROG PDR NSFP,BUVENTOL EASY MICROG ,100 ,,
BUXEPTAN SOL NSFP,BUXEPTAN ,,,
BYETTA 10MICROG SOL INJ,BYETTA ,10MICROG ,,
BYETTA 5MICROG SOL INJ,BYETTA ,5MICROG ,,
C P P A HUMAIN CNTS PDR+SOL INJ NSFP,C P P A HUMAIN CNTS ,,,
C1 ESTERASE INH 500U INJ AOH,C1 ESTERASE INH AOH ,500U ,,
C1 ESTERASE INH 500U INJ AOH 1/2,C1 ESTERASE INH AOH ,500U 1/2 ,,
CA C 1000 SDZ CPR EFF NSFP,CA ,MG 240 ,,
CA MG NA PDR SACH 240 NSFP,CA C ,1000 ,,SDZ 
CA POLYSTYRENE SULF PDR SUSP,CA POLYSTYRENE SULF ,,,
CABAZITAXEL 10 MG/ML SOL INJ,CABAZITAXEL ,10 MG/ML ,,
