CODETRICINE VIT C GOMME  : 1
CODETRICINE VIT C PATES  : 1
CODIOPIN  : 2
CODOLIPRANE  : 3
CODOLIPRANE AD  : 1
CODOTUSSYL  : 2
CODOTUSSYL AD  : 3
CODOTUSSYL AD EX  : 1
CODOTUSSYL AD EXPECT  : 1
CODOTUSSYL AD TOUX SECHE  : 3
CODOTUSSYL EXP ACETYL GRA  : 1
CODOTUSSYL EXPECT  : 1
CODOTUSSYL EXPECT GRAN  : 1
CODOTUSSYL EXPECT SRP  : 1
CODOTUSSYL MAUX DE GORGE  : 2
CODOTUSSYL TOUX SECHE  : 3
COGENTINE  : 1
COGITUM  : 2
COGNEX  : 4
COKENZEN  : 2
COLARINE GELEE  : 1
COLATANOCOLL MCG/5 COLL  : 1
COLCHICINE  : 1
COLCHICINE + OPIUM + TIEMONIUM  : 1
COLCHICINE HOUDE  : 1
COLCHICINE OPOCALCIUM  : 1
COLCHIMAX  : 1
COLD CREAM  : 2
COLD CREAM ROCHE-POSAY CREME45G  : 1
COLD CREAM ROCHE-POSAY CREME90G  : 1
COLD CREAM SALICYLE ROCHE POSAY  : 1
COLECALCIFEROL  : 5
COLECALCIFEROL BU  : 1
COLESTID  : 2
COLESTIPOL  : 1
COLESTYRAMINE  : 1
COLESTYRAMINE G  : 1
COLGEN COMPRES  : 3
COLGEN COMPRES NON TISSEE  : 3
COLGEN STERILE  : 1
COLICORT  : 1
COLIMYCINE  : 6
COLIMYCINE INH  : 1
COLIMYCINE PENICILLINE  : 1
COLIOMEGA  : 1
COLISTINE  : 1
COLISTINE NEB  : 1
COLISTINE SARBACH  : 2
COLISTINE SULFATE  : 1
COLITIQUE  : 1
COLITISANE  : 1
COLITISANE DOS  : 1
COLLAFILM  : 1
COLLAGENE  : 1
COLLAGENE BRU COMPRES  : 3
COLLAGENE BRU HEMOSTAT  : 1
COLLARGENT ACETARSOL  : 1
COLLE BIO ARTISS  : 1
COLLE BIO TISSUCOL  : 4
COLLE BIOLOGIQUE BERIPLAST PDR+SOLV  : 1
COLLE BIOLOGIQUE MATRICE MED  : 1
COLLE GRF COLLE  : 1
COLLU BLACHE  : 1
COLLU HEXTRIL  : 1
COLLU S  : 1
COLLU SEC  : 1
COLLUBLEU  : 1
COLLUCALMYL  : 1
COLLUCTYL  : 1
COLLUDOL  : 1
COLLUNIUM  : 1
COLLUNOSOL  : 1
COLLUNOVAR  : 2
COLLUNOVAR SEC  : 1
COLLUPRESSINE  : 1
COLLUSPIR  : 1
COLLUSPRAY  : 1
COLLUSTAN  : 1
COLLUVOXYL  : 1
COLLYRE BLEU FORT LAITER COLLYR  : 1
COLLYRE BLEU LAITER  : 1
COLLYRE JAUNE  : 1
COLLYRE LUMIERE  : 1
COLLYREX  : 2
COLOCARB  : 1
COLOFOAM RECTALE  : 1
COLOKIT  : 1
COLOMENTHE  : 1
COLOMYCIN  : 1
COLOPEG  : 1
COLOPEG GOBEL  : 1
COLOPRIV Gé  : 2
COLOPTEN  : 2
COLPORMON  : 1
COLPOSEPTINE  : 1
COLPOTROPHINE  : 2
COLPRONE  : 1
COLTHIOZID  : 1
COLTRAMYL  : 2
COMBANTRIN  : 2
COMBIGAN  : 1
COMBIVENT  : 1
COMBIVIR  : 1
COMBODART  : 1
COMPEEDMED  : 1
COMPENSAL G10  : 16
COMPENSAL G5  : 4
COMPETACT  : 1
COMPLEVEN EMUL  : 1
COMPRALFENE  : 1
COMPRALGYL  : 3
COMPRALSOL  : 1
COMTAN  : 1
CONCENTRE BICAR BELLCO  : 2
CONCERTA  : 3
CONDYLINE  : 1
CONEBILOX  : 2
CONESTAT  : 1
CONFIDEX  : 3
CONFLICTAN  : 1
CONFOCALM  : 1
CONFODIGEST  : 1
CONGESCOR  : 6
CONJONCTYL  : 1
CONSTRILIA  : 1
CONTALAX  : 2
CONTRACIDE  : 1
CONTRACNE  : 4
CONTRAGRIPPINE MIDY  : 1
CONTRAMAL  : 6
CONTRASTHENYL  : 1
CONTRATHION  : 1
CONTRE COUPS ABBE PERDRIGEON  : 1
CONTRIX  : 1
CONVERSIREX  : 2
CONVULINE  : 1
COOLMETEC  : 4
COPALTRA  : 1
COPAXONE  : 2
COPEGUS  : 2
COQUELUSEDAL  : 1
COQUELUSEDAL AD  : 1
COQUELUSEDAL NR  : 2
COQUELUSEDAL PARACET  : 2
COQUELUSEDAL PARACETAMOL  : 2
COQUELUSEDAL PARACETAMOL NR  : 1
CORAGOXINE  : 1
CORAMINE  : 2
CORAMINE GLUCOSE  : 1
CORBIONAX  : 2
CORBIONAX Gé  : 1
CORDARONE  : 2
CORDIPATCH TRANSD  : 2
CORDITRINE  : 1
CORDIUM  : 1
CORDOXENE  : 1
COREINE  : 3
CORFLAZINE  : 1
CORGARD  : 1
CORICIDE LE DIABLE  : 1
CORICIDE RODELL  : 1
CORIFOLLITROPINE  : 1
CORIFOLLITROPINE MCG  : 1
CORONAL  : 1
CORONARINE  : 1
COROPHYLLINE  : 2
COROTROPE  : 2
CORRECTOL  : 2
CORRIDUM  : 1
CORSODYL  : 2
CORTANCYL  : 3
CORTAPAISYL  : 1
CORTEXAN FRAMYCETINE  : 1
CORTEXYL  : 1
CORTIBIOTIQUE  : 1
CORTICETINE  : 2
CORTICORELINE  : 1
CORTICOTULLE  : 3
CORTICOTULLE VRAC  : 1
CORTIFRA  : 2
CORTINE NATURELLE  : 1
CORTIPHENICOL  : 2
CORTISAL  : 1
CORTISEDERMYL  : 1
CORTISONE  : 2
CORTISONE ROUSSEL  : 2
CORTIVAZOL  : 1
CORTNEO  : 1
CORTOL  : 1
CORVASAL  : 2
CORVASAL INTRACORONAIRE  : 1
CORVASAL INTRAVEINEUX  : 1
CORVERT  : 1
CORYZALIA  : 2
COSADON  : 1
COSMEGEN  : 1
COSOPT  : 2
COSOPT (AIP) (ITA)  : 1
COTAREG  : 3
COTEOULA  : 1
COTEVETEN  : 1
COTRIATEC  : 1
COTRIMAZOL  : 1
COTRIMOXAZOLE  : 3
COTRIMOXAZOLE IV  : 1
COTRIMOXAZOLE NR  : 1
COUMADINE  : 3
COUMARINE + HEPARINE SODIQUE  : 1
COVALAN  : 1
COVATINE  : 1
COVERAM  : 4
COVERAM (AIP) (PLA PL)  : 1
COVERAM (AIP) (PLAPL)  : 1
COVERAM (AIP) (POL)  : 1
COVERSYL  : 3
COVERSYL (AIP) (BB)  : 2
COVERSYL (AIP) (BBA CZ)  : 2
COVERSYL (AIP) (IT)  : 1
COVERSYL (AIP) (MWI)  : 2
COVERSYL (AIP) (PL)  : 1
COVERSYL (AIP) (UK)  : 2
COVERSYL (E)  : 2
COZAAR  : 3
COZAAR (AIP) (AT)  : 1
COZAAR (AIP) (MWI PL)  : 1
COZAAR (AIP) (MWI)  : 1
COZAAR AIP (PL)  : 1
CRATAEGOL  : 1
CRATAEGUS GMET  : 1
CREATINE PHOSPHATE  : 1
CREME DES FLEURS D'ORIENT  : 2
CREME HEMORROIDAIRE + LIDOCAINE  : 1
CREME RAP  : 4
CREON  : 3
CREON GASTRO FL20G  : 1
CRESTOR  : 3
CRIFENE  : 1
CRINEX  : 2
CRINOCARDINE LALEUF  : 1
CRIPTOGYNE  : 1
CRISANTASPASE  : 1
CRISTAL  : 2
CRISTAL AD  : 2
CRISTAL NR  : 2
CRISTALOXINE  : 1
CRISTANYL  : 1
CRISTOPAL  : 1
CRIXIVAN  : 3
CRIZOTINIB  : 3
CRIZOTINIB GELU  : 2
CRIZOTINIB GELULES  : 1
CROMABAK  : 2
CROMADOSES  : 1
CROMEDIL  : 2
CROMOFREE  : 1
CROMOGLICATE  : 2
CROMOGLICATE DOSE  : 1
CROMOGLICATE MENARINI COLL  : 1
CROMOGLICATE P FABRE  : 1
CROMOGLYCATE  : 6
CROMOGLYCATE CHAUVIN FLC  : 1
CROMOGLYCATE SODIQUE  : 1
CROMOLUX  : 1
CROMOPTIC  : 3
CROMORHINOL  : 1
CROMOSOFT  : 1
CROTAMITON  : 1
CRYOFLUORANE PROMEDICA  : 1
CUBICIN  : 2
CUIVRE SULFATE OXY  : 1
CURACNE  : 1
CURACNE Gé  : 3
CURANAIL VERNIS MEDICAMENTEUX  : 1
CURASPOT  : 1
CURASTEN  : 1
CURE DE DEUIL  : 1
CUREPAR  : 1
CURETHYL IV  : 2
CURETHYL NICOTINAMIDE ADEN  : 1
CURETHYL NICOTINAMIDE ADENINE  : 1
CURIBRONCHES  : 1
CURIBRONCHES AD  : 1
CURIBRONCHES NR  : 1
CURICHROME  : 1
CUROSURF  : 2
CUROVEINYL  : 1
CUSTODIOL  : 1
CUTACNYL  : 5
CUTERPES  : 1
CUTHEPARINE  : 4
CUTHEPARINE SC  : 1
CUTIPHILE  : 1
CUTISAN  : 2
CUTISAN HYDROCORTISONE  : 1
CYAMEMAZINE  : 4
CYANOCOBALAMINE GE HEALTHCARE  : 1
CYANOCOBALAMINE IM  : 1
CYANOKIT  : 4
CYCLADIENE  : 3
CYCLADOL  : 3
CYCLEANE  : 2
CYCLERGINE Gé  : 1
CYCLO  : 4
CYCLO FORT  : 2
CYCLOBRAL  : 1
CYCLOPENTOLATE  : 1
CYCLOPHOSPHAMIDE  : 4
CYCLOREL  : 1
CYCLOSERINE  : 2
CYCLOSPASMOL  : 2
CYCLOTERIAM  : 1
CYCLOVALONE  : 1
CYMBALTA  : 2
CYMEVAN  : 3
CYNAROL  : 1
CYNOMEL  : 1
CYPRES NATURA  : 1
CYPROHEPTADINE  : 1
CYPROPHARM  : 1
CYPROTERONE  : 17
CYPROTERONE E  : 5
CYPROTERONE ET  : 1
CYPROTERONE ETH B  : 1
CYPROTERONE ETHI  : 3
CYRAMZA FL10ML  : 1
CYRAMZA FL50ML  : 1
CYRDANAX  : 1
CYSTADANE  : 1
CYSTADROPS  : 1
CYSTAGON  : 2
CYSTEAMINE  : 4
CYSTEAMINE APHP  : 1
CYSTICHOL  : 1
CYSTINE B6 BAILLEUL  : 1
CYSTINE B6 CONSEIL  : 1
CYSTINE BAILLEUL  : 1
CYTADREN  : 1
CYTARABINE  : 11
CYTARABINE ACC  : 4
CYTARABINE EBW  : 4
CYTARABINE KBI  : 4
CYTARBEL  : 4
CYTEAL  : 3
CYTEAL SAVON SOLIDE  : 1
CYTINIUM  : 1
CYTOSTIMULINE  : 1
CYTOSTIMULINE AD  : 1
CYTOTEC  : 1
CYTOTECT FL10ML  : 1
CYTOTECT FL50ML  : 1
D SUCRIL  : 1
DABIGATRAN  : 3
DABRAFENIB  : 2
DACARBAZINE  : 8
DACARBAZINE FDG  : 3
DACLATASVIR  : 4
DACLIZUMAB  : 1
DACOGEN  : 1
DACPLAT  : 3
DACRYNE  : 2
DACRYOBORALINE  : 1
DACRYOLARMES  : 1
DACRYOSEPTIL  : 1
DACRYOSERUM  : 3
DACRYUM LAVAGE  : 1
DACTIL  : 1
DACTILASE  : 1
DACTINOMYCINE  : 1
DACUDOSES LAVAGE  : 1
DAFALGAN  : 14
DAFALGAN CODEINE  : 2
DAFALGAN GRAND  : 1
DAFALGAN JEUNE  : 1
DAFALGAN NR  : 2
DAFALGAN PEDIA  : 1
DAFALGANHOP  : 1
DAFLON  : 2
DAILY  : 1
DAIVOBET MICROG/0.5MG/G  : 2
DAIVONEX  : 6
DAKIN STABILISE  : 5
DAKLINZA  : 2
DAKTACORT  : 1
DAKTARIN  : 6
DAKTARIN DERMIQUE  : 1
DALACINE  : 5
DALACINE T TOPIC  : 1
DALIBOUR  : 1
DALIBOUR FAIBLE  : 1
DALIBOUR FAIBLE ST-LOUIS POMMAD  : 1
DALTEPARINE AXa/0.2ML  : 2
DALTEPARINE AXa/0.3ML  : 1
DALTEPARINE AXa/0.4ML  : 1
DALTEPARINE AXa/0.5ML  : 1
DALTEPARINE AXa/0.6ML  : 1
DALTEPARINE AXa/0.72ML  : 1
DALTEPARINE AXa/0.75ML  : 1
DALTEPARINE AXa/1ML  : 1
DANATROL  : 1
DANAZOL  : 1
DANTRIUM  : 2
DANTRIUM INTRAVEINEUX  : 1
DANTROLENE  : 3
DAONIL  : 1
DAONIL FAIBLE  : 1
DAPOXETINE  : 2
DAPSONE  : 3
DAPSONE OXALATE  : 1
DAPTOMYCINE  : 2
DARBEPOETINE ALFA  : 25
DARBEPOETINE ALFA STYL  : 3
DARUNAVIR  : 7
DASABUVIR  : 1
DASABUVIR ABV  : 1
DASATINIB  : 7
DASSELTA  : 1
DATAMICINE  : 1
DATSCAN  : 1
DAUNORUBICINE  : 1
DAUNORUBICINE LIPOSOME  : 1
DAUNOXOME LIPOSOME  : 1
DAZEN  : 1
DE-NOL  : 1
DEBAR AD  : 1
DEBEKACYL  : 3
DEBRICALM Gé  : 1
DEBRIDAT  : 6
DEBRIDAT NR  : 1
DEBRISAN  : 2
DEBRISAN PANSEMENT  : 3
DEBRUMYL  : 1
DECADRON  : 1
DECADURABOLIN  : 1
DECALOGIFLOX  : 1
DECAN  : 2
DECAPEPTYL  : 5
DECHOPHYLINE  : 1
DECHOPHYLINE PHENOBARBITAL  : 1
DECITABINE  : 1
DECONTAMINANTES AD  : 1
DECONTAMINANTES NR  : 1
DECONTRACTYL  : 4
DECORENONE  : 2
DECORPA  : 1
DECTANCYL  : 3
DEDROGYL  : 1
DEFANYL  : 3
DEFERASIROX  : 3
DEFERIPRONE  : 4
DEFEROXAMINE  : 2
DEFIBROTIDE  : 2
DEFIBROTIDE GTM  : 1
DEFILTRAN  : 2
DEFITELIO  : 1
DEFLAMOL  : 1
DEFLAMOL A3  : 1
DEGARELIX  : 2
DEHYDROEMETINE ROCHE  : 4
DELABARRE GINGIVAL  : 1
DELABARRE GINGIVALE  : 1
DELALANDE DIARRHEE  : 1
DELAVIRDINE  : 1
DELBIASE  : 1
DELIDOSE  : 2
DELIPODERM  : 2
DELIPROCT  : 1
DELIPROCT RECTALE  : 2
DELLOVA  : 1
DELTAZEN  : 1
DELTAZINE ADR  : 4
DELTAZINE CART  : 1
DELTAZINE SS VASOCONSTR  : 1
DELURSAN PEL  : 2
DEMECLOCYCLINE  : 1
DEMSER  : 1
DENAVIR  : 1
DENILEUKIN DIFTITOX  : 1
DENISOLINE  : 1
DENORAL  : 2
DENORAL AD  : 1
DENOSUMAB  : 2
DENSICAL  : 2
DENSICAL VIT D3  : 2
DENTEX  : 1
DENTIFRICE ELGYDIUM  : 1
DENTOBAUME GINGIVALE  : 1
DENTOCURE  : 1
DEPAKINE  : 4
DEPAKINE CHRONO  : 1
DEPAKINE IV  : 1
DEPAKOTE  : 2
DEPAMIDE  : 1
DEPO MEDROL  : 4
DEPO PRODASONE  : 2
DEPO PROVERA  : 1
DEPOCYTE  : 1
DEPOSTAT  : 1
DEPRENYL  : 1
DEPURATIF CHAUVIN TETRAVIT B  : 1
DEPURATIF DES ALPES  : 2
DEPURATIF PARNEL  : 1
DEPURATIF RICH VIT PP SS SUCRE  : 1
DEPURATIF RICHELET VIT PP  : 1
DEPURATUM  : 1
DERGIFLUX  : 1
DERGOTAMINE  : 1
DERINOX  : 2
DERMACHROME  : 1
DERMACHROME SPRAY  : 1
DERMACIDE  : 4
DERMACIDE PAIN DERMATOLOGIQUE  : 1
DERMASPRAID ANTISEPTIQUE SPRAY  : 1
DERMASPRAID DEMANG  : 1
DERMASPRAID DEMANGEAISONS  : 1
DERMASPRAY  : 2
DERMASPRAY ANTISEPTIQUE  : 2
DERMASPRAY CONT LOCALE  : 1
DERMASPRAY DEMANGEAISON  : 1
DERMATOFILM A AU DIOXYANTHRANOL  : 1
DERMATOFILM D DEXAMETHASONE  : 1
DERMATOFILM G GOUDRON HOUILLE  : 1
DERMATRANS TRANS  : 3
DERMAZOL  : 3
DERMAZOL Gé  : 2
DERMESTRIL MICROG/24H  : 3
DERMESTRIL SEPTEM MICROG/24H  : 3
DERMICLONE  : 1
DERMIREX  : 2
DERMO  : 1
DERMO ONGUENT  : 1
DERMO SULFURYL  : 1
DERMO-DRAINOL  : 1
DERMOBACTER  : 2
DERMOCALM  : 2
DERMOCUIVRE  : 2
DERMOFAGINE  : 1
DERMOFENAC DEMANGEAISONS  : 1
DERMOPHIL INDIEN LEVRES BL BAT  : 1
DERMOPHIL INDIEN LEVRES BLANC  : 1
DERMOPHIL INDIEN LEVRES ROSE  : 1
DERMOPHIL INDIEN MAINS  : 1
DERMOPHIL INDIEN MAINS BAT  : 1
DERMOPHIL ROSE BAT  : 1
DERMORELLE  : 1
DERMOVAL  : 2
DERMSTER  : 4
DEROXAT  : 2
DESATURA  : 1
DESBLY  : 1
DESERNIL  : 1
DESFERAL +  : 2
DESFLURANE LIQUIDE  : 1
DESINTEX  : 2
DESINTEX CHOLINE  : 1
DESINTEX INFANTILE  : 1
DESINTEX PENTAZOL  : 1
DESIRUDINE  : 1
DESLORATADINE  : 23
DESMOPRESSINE  : 5
DESMOPRESSINE ENDOASALE  : 1
DESMOPRESSINE ENDONASALE  : 1
DESMOPRESSINE LYOPHILISAT  : 1
DESMOPRESSINE LYOPHILISATORAL  : 2
DESOBEL  : 2
DESOCORT  : 2
DESOGESTREL  : 6
DESOGESTREL ETHI ELKA  : 2
DESOGESTREL ETHI QUILL  : 2
DESOGESTREL ETHINIL  : 1
DESOGESTREL ETHINLES  : 1
DESOGESTREL ETHINYL  : 4
DESOMEDINE  : 6
DESONIDE  : 3
DESOPOP  : 1
DESOXYCORTONE  : 1
DESTOLIT  : 1
DESURIC  : 1
DETENSIEL  : 1
DETERZYME  : 1
DETICENE  : 1
DETOXALGINE  : 1
DETRUSITOL  : 2
DETTOLPRO  : 1
DETURGYLONE  : 1
DEVALENE  : 1
DEXADERME KEFRANE  : 1
DEXAFREE  : 1
DEXAGRANE  : 2
DEXAMBUTOL  : 2
DEXAMBUTOL INH  : 1
DEXAMETHA+METACRESYL+PARACHLORO  : 1
DEXAMETHASONE  : 6
DEXAMETHASONE CHAUVIN COLL  : 1
DEXAMETHASONE IMPL  : 1
DEXAMETHASONE LEQ  : 1
DEXAMFETAMINE AML  : 1
DEXAMINE  : 1
DEXAMPHETAMINE  : 2
DEXAPOLYFRA  : 4
DEXCHLORPHENIRAMINE  : 4
DEXDOR  : 1
DEXEDRINE  : 1
DEXEF  : 1
DEXERYL  : 3
DEXIR AD  : 1
DEXIR G/100ML  : 1
DEXKETOPROFENE  : 3
DEXMEDETOMIDINE  : 1
DEXPANTHENOL  : 7
DEXRAZOXANE  : 1
DEXRAZOXANE (SAVENE)  : 1
DEXSOL  : 1
DEXTOMA  : 2
DEXTOMA CARAM CROQ  : 1
DEXTOMA MENTHE  : 1
DEXTRAN CLIN  : 1
DEXTRAN GLUCOSE  : 1
DEXTRAN PHENYLBUTAZONE  : 1
DEXTRAN SORBITOL  : 5
DEXTRARINE PHENYLB  : 1
DEXTRARINE PHENYLBUTAZONE  : 1
DEXTRION G10  : 2
DEXTRION G5  : 2
DEXTROCIDINE  : 1
DEXTROMETHORPHANE  : 7
DEXTROMETHORPHANE AD  : 2
DEXTROMETHORPHANE ADULTE  : 1
DEXTROMETHORPHANE SPAD  : 1
DEXTROMETHORPHANE SPENF  : 1
DEXTROMETHORPHANE SRP  : 1
DEXTROPROP PARACET  : 20
DEXTROPROP PARACET CAF  : 16
DEXTROPROP PARACET CAFEINE  : 1
DEXTROPROP PARACET DAK  : 1
DEXTROPROP PARACET SOP  : 1
DEXTROPROPOXYPHENE PARACETAMOL GELUL  : 1
DEXTROREF  : 1
DI ANTALVIC  : 2
DI DOLKO Gé  : 1
DI HYDAN  : 1
DI-DTPA-TL  : 1
DI-DTPA-TL (734)  : 1
DIABAMYL  : 2
DIABINESE  : 1
DIABIPHAGE  : 1
DIACEREINE  : 15
DIACEREINE NGM  : 1
DIACEREINE PHARMA  : 1
DIACOMIT  : 8
DIACOR  : 3
DIACTANE  : 2
DIACTANE Gé  : 1
DIADUPSAN Gé  : 1
DIAFLEXOL  : 1
DIAFURYL  : 1
DIAFUSOR TRANSDERM  : 3
DIALENS  : 1
DIALGIREX Gé  : 1
DIALYSE PERI BICAVERA G  : 3
DIALYSE PERIT CH  : 1
DIALYSE PERIT CJ  : 1
DIALYSE PERIT DUB FORM  : 3
DIALYSE PERIT FORM  : 8
DIALYSE PERIT FORM BD  : 1
DIALYSE PERIT FORM BE  : 1
DIALYSE PERIT FORM CG  : 2
DIALYSE PERIT FORM CH  : 1
DIALYSE PERIT HYPER NR  : 1
DIALYSE PERIT HYPERT  : 1
DIALYSE PERIT ISO  : 1
DIALYSE PERIT ISO NR  : 1
DIALYSE PERITONEALE AA  : 1
DIALYSE PERITONEALE DPAC  : 1
DIALYSE PERITONEALE DPCA  : 4
DIALYSE PERITONEALE DPCA DIALYSE  : 1
DIALYSE PERITONEALE EXTRAN  : 1
DIALYSE PERITONEALE G  : 1
DIALYSOL ACIDE BIDON  : 1
DIALYSOL BICARBONATE BIDON  : 1
DIALYTAN H  : 2
DIALYTAN H BIDON  : 2
DIAMICRON  : 1
DIAMICRON LM  : 2
DIAMICRON LM (AIP)  : 1
DIAMICRON LM (AIP) (BBABE)  : 1
DIAMICRON LM (AIP) (MWIHU)  : 1
DIAMICRON LM (I)  : 1
DIAMICRON LM (UK)  : 1
DIAMICRON LM CPR(BBF)(AIP)  : 1
DIAMILLA MCG  : 1
DIAMORIL  : 1
DIAMOX  : 3
DIANE  : 1
DIANEAL DIALYSE PERITO  : 1
DIANEAL DIALYSE PERITONEAL  : 1
DIANEAL PD1 G +  : 6
DIANEAL PD1 G +2L  : 12
DIANEAL PD1 G +2L +LU  : 1
DIANEAL PD1 G +3L  : 18
DIANEAL PD1 G +3L L  : 1
DIANEAL PD1 G +LU  : 1
DIANEAL PD1 G PS  : 3
DIANEAL PD1 G PS +LU  : 10
DIANEAL PD1 G PS +P  : 13
DIANEAL PD1G +3L  : 1
DIANEAL PD4 G  : 11
DIANEAL PD4 G + LU  : 2
DIANEAL PD4 G +3L  : 3
DIANEAL PD4 G +LU  : 10
DIANEAL PD4 G +P  : 5
DIANEAL PD4 G PS +LU  : 6
DIANEAL PD4 G PS +P  : 3
DIANECTAN  : 3
DIANECTAN DOUBLE  : 3
DIAPID  : 2
DIARALIA  : 1
DIAREGAN  : 1
DIARETYL  : 1
DIARFIX  : 1
DIARLAC  : 1
DIARMONIS  : 1
DIARSED  : 2
DIARSED NEOMYCINE  : 1
DIARYLQUINOLONE  : 1
DIASEPTYL  : 4
DIASPASMYL  : 3
DIASTABOL  : 2
DIASTER  : 1
DIASTROLIB LYOPHILISAT  : 1
DIATISAN  : 1
DIATISAN DOS  : 1
DIAZEPAM  : 12
DIAZEPAM CHOAY  : 2
DIAZEPAM CHOAY CAP  : 1
DIAZEPAM DTI RECT  : 1
DIAZEPAM RECT  : 4
DIAZOXIDE  : 2
DIBENCOZAN FORT  : 1
DIBENZYLINE  : 1
DIBENZYRAN  : 1
DIBILENE  : 1
DIBOTERMINE KIT  : 1
DIBRO-BE MONO  : 1
DIBROMURE ATROPINE UNILABO  : 1
DICAPEN  : 2
DICAPEN AD  : 1
DICERTAN RETARD  : 1
DICETEL  : 2
DICHLORHYDRATE  : 2
DICLOCIL  : 1
DICLOFENAC  : 58
DICLOFENAC / MISOPROSTOL  : 1
DICLOFENAC BIOGALENIQU  : 1
DICLOFENAC BST  : 1
DICLOFENAC DIETHYLAMINE  : 1
DICLOFENAC EPOLAMINE  : 1
DICLOFENAC FL100ML  : 3
DICLOFENAC Gé  : 1
DICLOFENAC HEPARINE EMPLAT  : 1
DICLOFENAC MISOPROSTOL  : 1
DICLOFENAC NEP  : 1
DICLOFENAC REF  : 1
DICLOFENAC RMO  : 1
DICLOFENAC RTO  : 1
DICLOFENAC SODIQUE  : 1
DICLOFENAC SODIQUE MED  : 1
DICLOFENAC UGO  : 2
DICODEINE LAFRAN  : 1
DICODIN  : 1
DICYNONE  : 3
DIDANOSINE  : 9
DIDRONEL  : 3
DIEMENAL  : 1
DIENOGEST  : 1
DIENOL RECTALE  : 1
DIERGOSPRAY  : 2
DIETHAZINE  : 1
DIETHYLCARBAMAZINE  : 1
DIETHYLSTILBESTROL  : 1
DIFFERINE  : 2
DIFFU-K  : 1
DIFICLIR  : 1
DIFLUCORTOLONE  : 2
DIFLUCORTOLONE CHLORQUINALDOL1%  : 1
DIFLUCORTOLONE SALICYLIQUE ACIDE  : 1
DIFLUPREDNATE  : 2
DIFLUPYL  : 1
DIFLUREX  : 1
DIFRAREL  : 1
DIFRAREL E  : 1
DIFTAVAX  : 1
DIFTAVAX IM SC  : 1
DIFTAVAX MULTI  : 1
DIGAOL  : 3
DIGAOL COLL  : 1
DIGEDRYL  : 1
DIGEFIT DOS  : 1
DIGEFLASH  : 1
DIGEODREN  : 1
DIGEOSLOR  : 1
DIGESTAL  : 1
DIGESTIF MARGA  : 1
DIGESTIVAL  : 1
DIGESTOBIASE  : 2
DIGESTOBOL CROQ  : 1
DIGESTODORON  : 1
DIGIBIND  : 1
DIGIDOT  : 1
DIGIFAB (GB)  : 1
DIGITALINE NATIVELLE  : 3
DIGOXIN KERN  : 1
DIGOXINE  : 4
DIGOXINE NATIVELLE  : 4
DIHEXYVERINE  : 2
DIHYDRALAZINE  : 1
DIHYDRALAZINE MESILATE  : 1
DIHYDROCODEINE  : 1
DIHYDROERGOCRYPTINE CAFEINE  : 2
DIHYDROERGOTAMINE  : 11
DIHYDROERGOTAMINE ADP  : 2
DIHYDROERGOTAMINE ADP BU  : 1
DIHYDROERGOTAMINE LAFARGE  : 1
DIHYDROERGOTAMINE LYOP  : 1
DIHYDROERGOTOXINE  : 4
DIHYDROERGOTOXINE MESILATE  : 1
DILANTIN  : 1
DILAR  : 2
DILATRANE  : 6
DILAUDID  : 1
DILEXPAL  : 1
DILIGEST  : 1
DILOXANIDE WAY  : 1
DILPAVAN  : 1
DILRENE  : 2
DILTIAZEM  : 67
DILTIAZEM ALP  : 1
DILUANT HSA STALLERGENES  : 1
DILUANT HSA STALLERGENES FL9ML  : 1
DILUANT PHENOLE ALLERGENE  : 1
DILUANT PHY PHENOLE  : 2
DIMALAN  : 1
DIMECROTATE MAGNESIUM  : 1
DIMEGAN  : 5
DIMENHYDRINATE  : 2
DIMENHYDRINATE + CAFEINE  : 1
DIMERCAPROL BUTACA  : 1
DIMETANE AD  : 1
DIMETANE EXPECTORANT  : 1
DIMETANE EXPECTORANT AD  : 1
DIMETANE SS SUCRE  : 1
DIMETANE SS SUCRE AD  : 1
DIMETHYL FUMARATE  : 2
DIMETHYL FUMARATE BGI  : 2
DIMETHYL SULFOXIDE VESICALE  : 1
DIMETICONE  : 3
DIMINEX  : 1
DIMOTAPP AD EXPECT  : 1
DINACODE  : 4
DINACODE AD  : 2
DINACODE NR  : 3
DININTEL  : 1
DINOPROSTONE  : 5
DINOPROSTONE SYST DIFF  : 1
DINULCID  : 1
DIO  : 2
DIOALGO Gé  : 1
DIODOQIN  : 1
DIOPARINE  : 2
DIOSMECTITE  : 2
DIOSMIL  : 1
DIOSMIL Gé  : 1
DIOSMINE  : 37
DIOSMINE BST  : 1
DIOSMINE G GAM  : 1
DIOSMINE GEN  : 1
DIOSMINE INNOTHERA  : 1
DIOSMINE STRAGEN FRANCE  : 1
DIOSMINE ZTC  : 1
DIOVENOR  : 4
DIPENTUM  : 2
DIPEPTIVEN  : 2
DIPHANTOINE (AIP) (B)  : 1
DIPHAR  : 1
DIPHEMANIL  : 9
DIPHTERIA SERUM BERNA  : 1
DIPHTHERIA A-TOX  : 1
DIPIPERON  : 3
DIPRIVAN  : 3
DIPRIVAN EMULS  : 2
DIPRIVAN INJFL  : 1
DIPROLENE  : 2
DIPROSALIC  : 5
DIPROSEPT  : 2
DIPROSONE  : 6
DIPROSONE NEOMYCINE  : 4
DIPROSTENE  : 1
DIPYRIDAMOLE  : 5
