COGNEX 30MG GELULE NSFP,OTL PHARMA
COGNEX 40MG GELULE NSFP,OTL PHARMA
CHONDROSULF 400MG GELULE,GENEVRIER
CHONDROSULF 400MG GRANULES SACHET,GENEVRIER
FAZOL 2% EMULSION FLUIDE,SINCLAIR PHARMA FRANCE
ALFATIL LP 500MG CPR,DEXO
ALFATIL LP 375MG CPR,ETHYPHARM SA
METASTRON 150MBq/4ML SOL INJ IV,GE HEALTHCARE SAS
BIGONIST 6.3MG IMPLANT INJ,AVENTIS
PROVISC 5.5MG/0.55ML INJ OPH NSFP,NULL
HEALON GV 7.7MG/0.55ML SOL INJ NSFP,NULL
PROZAC 20MG/5ML BUV FL 70ML,LILLY FRANCE
NAPROSYNE 750MG CPR NSFP,GRUNENTHAL
IMUKIN 100 MICROG/0.5ML SOL INJ,BOEHRINGER INGELHEIM FRANCE
LEDERTREXATE 1G PDR INJ NSFP,BIODIM
PRO DAFALGAN 2G PDR INJ NSFP,BRISTOL MYERS SQUIBB
SUPRANE LIQUIDE INHAL,BAXTER SA
ATHYMIL 60MG CPR NSFP,SCHERING PLOUGH
BRITANE 2% GEL NSFP,MARTIN JOHNSON ET JOHNSON MSD
BRITANE 2% LOTION NSFP,MARTIN JOHNSON ET JOHNSON MSD
BRITANE 2% PDR NSFP,MARTIN JOHNSON ET JOHNSON MSD
ASPIRINE UPSA 325MG GELULE NSFP,BRISTOL MYERS SQUIBB
ORALFENE 200MG GELULE NSFP,PIERRE FABRE MEDICAMENT
CETOLOG CPR NSFP,NULL
FLEBOSMIL 300MG PDR ORALE Gé NSFP,SOCOPHARM
AMUKINE 0.06% SOL FL 250ML NSFP,GIFRER BARBEZAT
ZAGAM 200MG CPR NSFP,NULL
ZINNAT 125MG/5ML GLE SUSP BUV  80ML,GLAXOSMITHKLINE
ZINNAT 125MG/5ML GLE  SUSP BUV 40ML,GLAXOSMITHKLINE
CEPAZINE 125MG/5ML GRAN FL 80ML NSFP,NOVAXO
CEPAZINE 125MG/5ML GRAN FL 40ML NSFP,NOVAXO
ZINNAT 125MG GRANULES SACHET,GLAXOSMITHKLINE
CEPAZINE 125MG GRANULES SACHET NSFP,NOVAXO
COTRIMAZOL RTP 800MG/160MG CP NSFP,NULL
CITICOLINE PAN 250MG/2ML INJ,PANPHARMA
CITICOLINE PAN 500MG/4ML INJ,PANPHARMA
DILTIAZEM MSD 60MG CPR NSFP,MERCK SHARP & DOHME CHIBRET
ORGASULINE RAPIDE 150UI/1.5ML NSFP,NULL
ORGASULINE NPH 150UI/1.5ML INJ NSFP,NULL
ORGASULINE 30/70 150UI/1.5ML NSFP,NULL
IVEPAQUE 300MG I/ML  50ML+NEC NSFP,GE HEALTHCARE SAS
IVEPAQUE 300MG I/ML  INJ 100ML NSFP,GE HEALTHCARE SAS
IVEPAQUE 350MG I/ML 50ML+NEC NSFP,GE HEALTHCARE SAS
IVEPAQUE 350MG I/ML SOL INJ 100ML,GE HEALTHCARE SAS
FURAZANOL 1% PDR NSFP,NULL
FURAZANOL 1% CREME NSFP,NULL
FURAZANOL 1% EMULSION NSFP,NULL
FURAZANOL 1% SOL NSFP,NULL
SABRIL 500MG GRANULES,SANOFI AVENTIS FRANCE
DRIPTANE 5MG CPR Gé,ABBOTT PRODUCTS SAS
THIOTEPA LEDERLE 15MG PDR INJ NSFP,GENOPHARM
NUROFEN 100MG/5ML NR ENF SUSP NSFP,NULL
CLIVARINE 3436UI AXA/0.6ML INJ NSFP,ABBOTT FRANCE
BRICANYL 5MG/2ML SOL INHAL,ASTRAZENECA
ANTADYS 100MG CPR,TEVA SANTE
LUMIREM 175MG/L SUSP BUV ET RECTALE,GUERBET
FONX 1% CREME TUBE,ASTELLAS PHARMA
FONX 1% PDR FL,ASTELLAS PHARMA
FONX 1% SOL,ASTELLAS PHARMA
OTORALGYL SOL AURICULAIRE NSFP,MARTIN JOHNSON ET JOHNSON MSD
MOSIL 400MG CPR,MENARINI FRANCE
ELVORINE 2.5MG CPR NSFP,WYETH PHARMACEUTICALS FRANCE
ELVORINE 7.5MG CPR NSFP,WYETH PHARMACEUTICALS FRANCE
ELVORINE 12.5MG CPR NSFP,WYETH PHARMACEUTICALS FRANCE
FLUOROCALCIFORTE PDR SACHET NSFP,NULL
MINI-SINTROM 1MG CPR,NOVARTIS PHARMA SAS
DPCA FRESENIUS 2 SOL POC 1L,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2 SOL POC 1.5L,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2 SOL POC 2L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2 SOL POC 2.5L,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2 SOL POC 5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2K SOL POC 1L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2K SOL POC 1.5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2K SOL POC 2L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2K SOL POC 2.5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 2K SOL POC 5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3 SOL POC 1L,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3 SOL POC 1.5L,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3 SOL POC 2L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3 SOL POC 2.5L,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3 SOL POC 5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3K SOL POC 1L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3K SOL POC 1.5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3K SOL POC 2L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3K SOL POC 2.5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 3K SOL POC 5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 4K SOL POC 1L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 4K SOL POC 1.5L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 4K SOL POC 2L NSFP,FRESENIUS MEDICAL CARE
DPCA FRESENIUS 4K SOL POC 2.5L NSFP,FRESENIUS MEDICAL CARE
DIANEAL PD1 G 1.36% PS 1L +P NSFP,BAXTER SA
DIANEAL PD1 G 1.36% PS 1.5L +P NSFP,BAXTER SA
DIANEAL PD1 G 1.36% PS 2L +P NSFP,BAXTER SA
DIANEAL PD1 G 1.36% PS 3L +LU,BAXTER SA
DIANEAL PD1 G 1.36% PS 5L +LU,BAXTER SA
DIANEAL PD1 G 1.36% PS 2.5L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 0.5L +2L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 1L +2L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 1.5L +2L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 2L +2L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 0.5L +3L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 1L +3L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 1.5L +3L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 2L +3L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 2.5L +3L NSFP,BAXTER SA
DIANEAL PD1 G 1.36% 3L +3L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% PS 1.5L +P NSFP,BAXTER SA
DIANEAL PD1 G 3.86% PS 2L +P NSFP,BAXTER SA
DIANEAL PD1 G 3.86% PS 2L/3L +P,BAXTER SA
DIANEAL PD1 G 3.86% PS 3L +LU NSFP,BAXTER SA
DIANEAL PD1 G 3.86% PS 5L +LU,BAXTER SA
DIANEAL PD1 G 3.86% PS 2.5L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 1L +2L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 1.5L +2L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 2L +2L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 1L +3L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 1.5L +3L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 2L +3L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 2.5L +3L NSFP,BAXTER SA
DIANEAL PD1 G 3.86% 3L +3L NSFP,BAXTER SA
EAU PPI AGT SOL INJ AMP PE 5ML,AGUETTANT
EAU PPI AGT SOL INJ AMP PE 10ML,AGUETTANT
EAU PPI AGT SOL INJ AMP V 20ML NSFP,AGUETTANT
EAU PPI FDR INJ 100/125 NSFP,NULL
EAU PPI FDR INJ 125ML NSFP,NULL
EAU PPI FDR INJ 250ML NSFP,NULL
EAU PPI FDR INJ 500ML NSFP,NULL
EAU PPI FDR INJ 1L NSFP,NULL
EAU PPI FDR INJ 125/250 NSFP,NULL
EAU PPI FDR INJ 50/250ML NSFP,NULL
EAU PPI MACO SOL INJ POC 3L NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 25ML NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 50ML NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 100ML NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 150ML NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 250ML NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 500ML NSFP,MACOPHARMA
EAU PPI MACO SOL INJ POC 1L NSFP,MACOPHARMA
EAU PPI MRM INJ AMP 5ML NSFP,NULL
EAU PPI MRM SOL INJ AMP 20ML NSFP,NULL
EAU PPI MRM INJ AMP 1ML NSFP,NULL
EAU PPI MRM INJ AMP 2ML NSFP,NULL
GLUCOSE BSD 10% INJ FV 500ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ FV 1L NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% IN FV 125/250ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE FRF 10% INJ FV100/125ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ FV 60/125ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ FV 50/125ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ POC 500ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ POC 1L NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ POC 2L NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ POC 4.5L NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ POC 50ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 10% INJ POC 100ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE FDR 10% SOL INJ 500ML NSFP,NULL
GLUCOSE FDR 10% SOL INJ FL 1L NSFP,NULL
GLUCOSE FDR 10% INJ FV 50/125ML NSFP,NULL
GLUCOSE FDR 10% INJ FV 125ML NSFP,NULL
GLUCOSE FDR 10% INJ V 100/125ML NSFP,NULL
GLUCOSE FDR 10% INJ FV 125/250 NSFP,NULL
GLUCOSE FDR 10% INJ FV 50/250 NSFP,NULL
GLUCOSE BLZ 5% INJ 250ML NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ 500ML NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ FV 1L NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ 50ML NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ 50/125 NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ 100/125 NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ 50/250 NSFP,BIOLUZ
GLUCOSE BLZ 5% INJ 125/250 NSFP,BIOLUZ
GLUCOSE FRF 5% SOL INJ FV 1L NSFP,FRESENIUS KABI FRANCE
GLUCOSE FRF 5% SOL INJ FV 250ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE FRF 5% INJ FV 125/250ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE FRF 5% INJ FL 60/250ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE FRF 5% INJ FV 100/125ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 5% SOL INJ 60/125ML NSFP,NULL
GLUCOSE FRF 5% INJ FV 50/125ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 5% SOL INJ POC 2L NSFP,NULL
GLUCOSE BSD 5% SOL INJ POC 4.5L NSFP,NULL
GLUCOSE FRF 5% INJ POC 250ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BSD 5% INJ POC 1L NSFP,NULL
GLUCOSE BSD 5% INJ POC 250/300 NSFP,NULL
GLUCOSE FRF 5% INJ POC 50ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE FRF 5% INJ POC 100ML NSFP,FRESENIUS KABI FRANCE
GLUCOSE BBM 5% INJ FV 250ML NSFP,B BRAUN MEDICAL
GLUCOSE BBM 5% INJ FV 500ML NSFP,B BRAUN MEDICAL
GLUCOSE BBM 5% INJ FV 1L NSFP,B BRAUN MEDICAL
GLUCOSE BBM 5% INJ FV 50ML NSFP,B BRAUN MEDICAL
GLUCOSE BBM 5% INJ FV 100ML NSFP,B BRAUN MEDICAL
IOBAN 2% CHAMP MEDIC 35x35CM NSFP,NULL
IOBAN 2% CHAMP MEDIC 45x60CM NSFP,NULL
IOBAN 2% CHAMP MEDIC 60x85CM NSFP,NULL
IOBAN 2% CHAMP MEDIC 10x10CM NSFP,NULL
IOBAN 2% CHAMP MEDIC 60x60CM NSFP,NULL
IOBAN 2% CHAMP MEDIC 43x33CM NSFP,NULL
LEVULOSE BSD 10% INJ FV 250ML,FRESENIUS KABI FRANCE
LEVULOSE BSD 10% INJ FV 1L,FRESENIUS KABI FRANCE
LEVULOSE BBM 10% INJ FV 500ML NSFP,B BRAUN MEDICAL
LEVULOSE BBM 10% INJ FV 1L NSFP,B BRAUN MEDICAL
PROCAINE MRM 0.5% SOL INJ 2ML NSFP,NULL
PROCAINE MRM 0.5% SOL INJ 5ML NSFP,NULL
PROCAINE MRM 0.5% SOL INJ 10ML NSFP,NULL
PROCAINE MRM 0.5% SOL INJ 20ML NSFP,NULL
PROCAINE MRM 1% SOL INJ 2ML NSFP,COOPERATION PHARMACEUTIQUE FRANCAISE
PROCAINE MRM 1% SOL INJ 5ML NSFP,NULL
PROCAINE MRM 1% SOL INJ 10ML NSFP,NULL
PROCAINE MRM 1% SOL INJ 20ML NC,NULL
PROCAINE MRM 2% SOL INJ 2ML NSFP,COOPERATION PHARMACEUTIQUE FRANCAISE
PROCAINE MRM 2% SOL INJ 5ML NSFP,NULL
PROCAINE MRM 2% SOL INJ 10ML NSFP,NULL
PROCAINE MRM 2% SOL INJ 20ML NC,NULL
SODIUM AGT 0.9% INJ DAT 500ML,AGUETTANT
SODIUM CHL AGT 0.9% PO LS 250ML NSFP,AGUETTANT
SODIUM CHL AGT 0.9% INJ P LS 500ML,AGUETTANT
SODIUM CHL AGT 0.9% INJ P LS 2L,AGUETTANT
SODIUM CHL BAX 0.9% VFX 100ML NSFP,BAXTER SA
SODIUM CHL BAX 0.9% POC V 250ML NSFP,BAXTER SA
SODIUM CHL BAX 0.9% POC 500ML NSFP,BAXTER SA
SODIUM CHL BAX 0.9% POC VFX 1L NSFP,BAXTER SA
SODIUM CHL BLZ 0.9% INJ 250ML NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 500ML NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 1L NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 50ML NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 50/125 NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 100/125 NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 50/250 NSFP,BIOLUZ
SODIUM CHL BLZ 0.9% INJ 125/250 NSFP,BIOLUZ
SODIUM CHL FRF 0.9% INJ FV 500MLNSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ FV 1LNSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ FV 125/250ML,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ FV 100/125ML,FRESENIUS KABI FRANCE
SODIUM CHL BSD 0.9% FV 60/125 NSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ FV 50/125ML,FRESENIUS KABI FRANCE
SODIUM CHL BSD 0.9% PO PF 60ML NSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ P 250ML NSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ PO PF 500ML,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ PO PF 1L,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ PO BF 3L,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% PO PF NSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ P 50ML NSFP,FRESENIUS KABI FRANCE
SODIUM CHL FRF 0.9% INJ P 100ML NSFP,FRESENIUS KABI FRANCE
SODIUM CHL FDR 0.9% SOL INJ 1L NSFP,NULL
SODIUM CHL FDR 0.9% INJ 50/125 NSFP,NULL
SODIUM CHL FDR 0.9% INJ V 125ML NSFP,NULL
SODIUM CHL FDR 0.9% INJ 100/125 NSFP,NULL
SODIUM CHL FDR 0.9% INJ 125/250 NSFP,NULL
SODIUM CHL FDR 0.9% INJ 50/250 NSFP,NULL
ACUILIX 20MG/12.5MG CPR,PFIZER
KORETIC 20MG/12.5MG CPR PEL NSFP,SANOFI AVENTIS FRANCE
RETROVIR 200MG/20ML SOL INJ,VIIV HEALTHCARE SAS
ADVILMED 20MG/ML ENF ET NR SUSP BUV,PFIZER SANTE FAMILIALE
SEREVENT 50 MICROG PDR INHAL NSFP,GLAXOSMITHKLINE
PROGYNOVA 1MG CPR,BAYER SANTE
BACTEOMYCINE POMMADE TUBE 30G NSFP,MERCK MEDICATION FAMILIALE SAS
ART 50MG GELULE,NEGMA
PEVARYL 1% SOLUTION,MCNEIL SANTE GRAND PUBLIC
ALLERGODIL 0.1% SOL NASALE,MEDA PHARMA
LOGECINE 250MG GELULE NSFP,NULL
TRANSIPEG 2.95G PDR ORALE SACHET,BAYER SANTE FAMILIALE
KRENOSIN 6MG/2ML SOL INJ,SANOFI AVENTIS FRANCE
CEREDASE 400U/5ML SOL INJ IV NSFP,NULL
TIENAM 500MG/500MG INJ IM NSFP,MERCK SHARP & DOHME CHIBRET
BETAGAN 0.5% COLLYRE FL 3ML NSFP,ALLERGAN FRANCE SAS
MEGACE 160MG CPR,SWEDISH ORPHAN BIOVITRUM
IMIJECT 6MG/0.5ML SOL INJ,GLAXOSMITHKLINE
DOPACARD 50MG/5ML SOL INJ NSFP,CEPHALON FRANCE
MIVACRON 10MG/5ML SOL INJ IV,GLAXOSMITHKLINE
DONCEF 500MG GELULE Gé NSFP,EXPANPHARM INTERNATIONAL
DONCEF 250MG GRANULES SACHET NSFP,NULL
KOGENATE 500UI/5ML PDR INJ NSFP,BAYER PHARMA
KOGENATE 1000UI/10ML PDR INJ NSFP,BAYER PHARMA
RAMET DALIBOUR SOL FL 500ML,TRADIPHAR
INTRONA 10MUI/2ML SOL INJ NSFP,SCHERING PLOUGH
INTRONA 25MUI/2.5ML SOL INJ NSFP,SCHERING FRANCE
ANTIGRIPPINE PARACETAMOL PDR NSFP,NULL
FLUOROURACILE MDA 50MG/ML 10ML NSFP,MEDA PHARMA
FLUOROURACILE MDA 50MG/ML 20ML NSFP,MEDA PHARMA
ECHOVIST 300MG/ML GRANULES + SOL INJ,BAYER SANTE
HYALGAN 20MG/2ML SOL INJ,EXPANSCIENCE
OMNISCAN 0.5MMOL/ML INJ FV 10ML,GE HEALTHCARE SAS
OMNISCAN 0.5MMOL/ML INJ FV 15ML,GE HEALTHCARE SAS
OMNISCAN 0.5MMOL/ML INJ FV 20ML,GE HEALTHCARE SAS
DEROXAT 20MG CPR,GLAXOSMITHKLINE
EURONAC 5% COLLYRE FL 5ML,DOLIAGE
CAVERJECT 0.01MG/1ML PDR ET SOL INJ,PFIZER
CAVERJECT 0.02MG/1ML PDR ET SOL INJ,PFIZER
HAVRIX 1440U/1ML AD SUSP INJ,GLAXOSMITHKLINE
TAXOTERE 80MG/2ML SOL INJ NSFP,SANOFI AVENTIS FRANCE
TOPFENA 100MG/5ML PDR INJ Gé NSFP,ZYDUS FRANCE
DILIGEST CPR NSFP,NULL
DYNABAC 250MG CPR NSFP,ALMIRALL SA
TRACRIUM 250MG/25ML SOL INJ,GLAXOSMITHKLINE
IMMU ORR PDR ET SOL INJ NSFP,AVENTIS PASTEUR MSD SNC
ROR VAX PDR ET SOL INJ NSFP,AVENTIS PASTEUR MSD SNC
EGERY 250MG GELULE,SOCIETE DEXPLOITATION DES PRODUITS B.F.B. LABORATOIRES BAILL
ENGERIX B 10 SUSP INJ NSFP,NULL
AROLAC 0.2MG CPR,LISAPHARM
SARGENOR 1G CPR EFF NSFP,MEDA PHARMA
IBUPROFENE BOEHR 200MG CPR PELL NSFP,BOEHRINGER INGELHEIM FRANCE
RHEOFLUX 3500MG PDR ORALE SACHET,NEGMA
EPREX 2000UI/ML INJ SER 0.5ML NSFP,JANSSEN CILAG
LOPERAMIDE ZEN 2MG GELULE,SANOFI AVENTIS FRANCE
EPREX 4000UI/ML INJ SER 0.5ML NSFP,JANSSEN CILAG
EPREX 3000UI/0.3ML SOL INJ SER NSFP,JANSSEN CILAG
EPREX 4000UI/0.4ML SOL INJ SER NSFP,JANSSEN CILAG
OLCAM 10MG GELULE Gé NSFP,WINTHROP MEDICAMENTS
OLCAM 20MG GELULE Gé NSFP,WINTHROP MEDICAMENTS
PALACOS LV GENTA 1G CIMENT NSFP,NULL
SQUAD 200MG GELULE NSFP,H3 SANTE
CHLORUMAGENE 100G PDR ORALE,SERP
DERMACIDE PAIN DERMATOLOGIQUE NSFP,CS LABORATOIRES
DYNAMISAN 3G/10ML SOL BUV AMP,NOVARTIS SANTE FAMILIALE SA
METRODINE HP 75UI/1ML PDR NSFP,SERONO FRANCE SA
RECORMON 5000UI/ML PDR SOL AMP NSFP,NULL
RECORMON 10000UI/ML PDR SOL AMP NSFP,NULL
DEXTOMA 800MG MENTHE CPR NSFP,ARKOMEDICA
MATIGA 93% SOL HUILEUSE NSFP,PIERRE FABRE MEDICAMENT
VEINAMITOL 3500MG PDR ORALE,NEGMA LERADS
VEINAMITOL 3500MG/7ML SOL BUV,NEGMA LERADS
POLIODINE 10% SOL DERMIQUE 45ML NSFP,GIFRER BARBEZAT
RHINALENE 1.25% SOL NASALE NSFP,NULL
VENYL SOL BUV AMP NSFP,NULL
KETOSTERIL CPR NSFP,FRESENIUS KABI FRANCE
PREPARATION H VEINOTONIC 300MG NSFP,PFIZER SANTE FAMILIALE
SOLUTRICINE TETRACAINE CPR NSFP,THERAPLIX
PREPARATION H CREME RECTALE 25G NSFP,WYETH SANTE FAMILIALE
BRONCORINOL MAUX DE GORGE CPR NSFP,ROCHE NICHOLAS
RIABAL 2MG/0.4ML ENF SOL BUV NSFP,CHIESI SA
AGIOLAX GRANULES,MADAUS
HEPATOUM BRULURE ESTOMAC CPR NSFP,HEPATOUM
BOLDOLAXINE CPR NSFP,NULL
HUMEXLIB PARACETAMOL CHLORPHENAMINE,URGO
BOROSTYROL CREME TUBE 50G NSFP,MAYOLY SPINDLER
CLAIRODERMYL 5% POMMADE TUBE 30G,BCS
CLAIRODERMYL 10% POMMADE TUBE 30G,BCS
ESMERON 50MG/5ML SOL INJ IV NSFP,NULL
ESMERON 100MG/10ML SOL INJ IV NSFP,ORGANON
ATELOCOLLAGENE 35MG/1ML SOL INJ NC,NULL
ATELOCOLLAGENE 20MG/1ML SOL INJ NC,NULL
HEXABRIX 350 SOL INJ FL 50ML NSFP,NULL
HEXABRIX 350 SOL INJ FL 100ML NSFP,NULL
HEXABRIX 350 SOL INJ FL 150ML NSFP,NULL
HEXABRIX 350 SOL INJ FL 200ML NSFP,NULL
KLEAN PREP PDR ORALE SACHET,NORGINE PHARMA
ORELOX 40MG/5ML GRANULES 50ML,SANOFI AVENTIS FRANCE
VITASCORBOL 500MG SS SUCRE CPR,COOPERATION PHARMACEUTIQUE FRANCAISE
PROPOFAN CPR NSFP,SANOFI AVENTIS FRANCE
VITAMINE C UPSA 1G CPR EFF,BRISTOL MYERS SQUIBB
VITAMINE C 1000 PF PDR ORALE NSFP,NULL
VICKS VAPOSYRUP 20MG/15ML SIROP NSFP,PROCTER ET GAMBLE PHARMACEUTICALS FRANCE
VICKS VAPOSYRUP EXPE 200MG/15ML NSFP,PROCTER ET GAMBLE PHARMACEUTICALS FRANCE
VICKS CITRON VIT C PASTILLE NSFP,LACHARTRE
VICKS MENTHE VIT C PASTILLE NSFP,LACHARTRE
VICKS MENTH EUCALY CITR PASTILL NSFP,PROCTER ET GAMBLE PHARMACEUTICALS FRANCE
VICKS MIEL REGLISSE PASTILLE NSFP,LACHARTRE
TRIPHOSMAG SOL BUV AMP 10ML NSFP,NULL
TONACTIL GELULE NSFP,ARKOMEDICA
TERCODINE SOL BUV NSFP,NULL
SYNERGYL CPR NSFP,DAKOTA PHARM
SUPRADYNE CPR EFF NSFP,BAYER SANTE FAMILIALE
EUPHON AD ENF SIROP FL 200ML NSFP,NULL
SUPPOMALINE SUPPO NSFP,SOLVAY PHARMA
UNIFLOX 500MG CPR,BAYER PHARMA
GELUMALINE GELULE NSFP,SOLVAY PHARMA
SUCREDULCOR 20MG CPR EFF NSFP,NULL
SPIROPHAR 50MG CPR NSFP,NULL
SIROP MANCEAU SIROP NSFP,NULL
SEPTISOL 0.1% COLLYRE NSFP,MERCK MEDICATION FAMILIALE SAS
CALMODIGER 500MG CPR NSFP,NULL
SAIZEN 0.67MG/ML PDR ET SOL INJ NSFP,NULL
RUFOL 100MG CPR,URGO
ROVIGON CPR NSFP,BAYER SANTE FAMILIALE
RHINYL SOL NASALE NSFP,PIERRE FABRE MEDICAMENT
QUINTONINE SIROP NSFP,GLAXOSMITHKLINE SANTE GRAND PUBLIC
QUINOCARBINE CPR NSFP,GNR PHARMA
QUINOCARBINE GRANULES NSFP,NULL
PRORHINEL RHUM SOL NASALE AMP P 5ML,NOVARTIS SANTE FAMILIALE SA
PROPRANOLOL RTP LP 160MG GELULE,TEVA SANTE
TISSUCOL KIT PDR+SOL COLL 0.5ML NSFP,BAXTER SA
TISSUCOL KIT PDR+SOL PR COLLE 2ML,BAXTER SA
TISSUCOL KIT PDR+SOL PR COLLE 5ML,BAXTER SA
PNEUMOPAN SIROP NSFP,GLAXOSMITHKLINE SANTE GRAND PUBLIC
PHYSIOSPIR SOL NASALE/OPH NSFP,NULL
PHARMADOSE MERCURESCEINE COMPR NSFP,GILBERT
PECTOSPIR PASTILLE NSFP,NULL
ORELOX 40MG/5ML GRANULES 100ML,SANOFI AVENTIS FRANCE
PARFENAC 5% CREME TUBE 45G NSFP,WYETH PHARMACEUTICALS FRANCE
CALMADERM 5% CREME NSFP,WYETH PHARMACEUTICALS FRANCE
PROVAMES 2MG CPR,SANOFI AVENTIS FRANCE
CHLORHEXIDINE AQ GIL 0.05% 5ML NSFP,GILBERT
CODETRICINE 240UI PATE NSFP,MADAUS
LOCOID 0.1% EMULSION,ASTELLAS PHARMA
CODOTUSSYL PATE NSFP,NULL
CODOTUSSYL AD SIROP NSFP,NULL
COLLUCALMYL COLLUTOIRE NSFP,NULL
