BOLCITOL SOL BUV NSFP,SAUGE,SAUGE EXTRAIT
BOLDOFLORINE CPR,NULL,NULL
BOLDOFLORINE CPR,BOLDINE,BOLDINE
BOLDOFLORINE CPR,BOURDAINE,BOURDAINE EXTRAIT
BOLDOFLORINE CPR,ROMARIN,ROMARIN EXTRAIT
BOLDOFLORINE CPR,SENE,SENE EXTRAIT
BOLDOFLORINE N1 TIS,NULL,NULL
BOLDOFLORINE N2 TIS NSFP,NULL,NULL
BOLDOFLORINE TIS SACH NSFP,NULL,NULL
BOLDOLAXINE CPR NSFP,BELLADONE,BELLADONE EXTRAIT
BOLDOLAXINE CPR NSFP,BOLDO,BOLDO POUDRE
BOLDOLAXINE CPR NSFP,LICHEN,LICHEN
BOLDOLAXINE CPR NSFP,PHENOLPHTALEINE,PHENOLPHTALEINE
BOLINAN 2G CPR,IODE,POVIDONE (NATURE NON PRECISEE)
BOLINAN 2G CPR,POVIDONE,POVIDONE (NATURE NON PRECISEE)
BONDRONAT 2MG/2ML SOL INJ AMP NSFP,NULL,exprimé(e) en ACIDE IBANDRONIQUE
BONDRONAT 2MG/2ML SOL INJ FL,IBANDRONATE,IBANDRONATE SODIQUE MONOHYDRATE
BONDRONAT 6MG/6ML SOL INJ FL,NULL,exprimé(e) en ACIDE IBANDRONIQUE
BONDRONAT 6MG/6ML SOL INJ FL,IBANDRONATE,IBANDRONATE SODIQUE MONOHYDRATE
BONNARD TISANE NSFP,NULL,NULL
BONS PROD BOLDO SACH NSFP,NULL,NULL
BONS PROD FENOUIL SACH NSFP,NULL,NULL
BONVIVA 150MG CPR,IBANDRONATE,IBANDRONATE SODIQUE MONOHYDRATE
BONVIVA 3MG/3ML SOL INJ,IBANDRONATE,IBANDRONATE SODIQUE MONOHYDRATE
BOOSTRIXTETRA SUSP INJ,NULL,NULL
BORATE SODIUM AC BORIQUE SOL OPH UNI,NULL,NULL
BORAX/AC BORIQUE BGA SOL OPH UNIDOSE,ACIDE BORIQUE,BORIQUE ACIDE
BORAX/AC BORIQUE BGA SOL OPH UNIDOSE,BORE,SODIUM BORATE
BORAX/AC BORIQUE BGA SOL OPH UNIDOSE,SODIUM,SODIUM BORATE
BORAX/AC BORIQUE BGC SOL OPH UNIDOSE,ACIDE BORIQUE,BORIQUE ACIDE
BORAX/AC BORIQUE BGC SOL OPH UNIDOSE,BORE,SODIUM BORATE
BORAX/AC BORIQUE BGC SOL OPH UNIDOSE,SODIUM,SODIUM BORATE
BORAX/AC BORIQUE ZEN SOL OPH UNIDOSE,ACIDE BORIQUE,BORIQUE ACIDE
BORAX/AC BORIQUE ZEN SOL OPH UNIDOSE,BORE,SODIUM BORATE
BORAX/AC BORIQUE ZEN SOL OPH UNIDOSE,SODIUM,SODIUM BORATE
BORIBEL N1 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N1 SUP NSFP,NULL,NULL
BORIBEL N1 TIS BT 100G NSFP,NULL,NULL
BORIBEL N1 TIS SACH NSFP,NULL,NULL
BORIBEL N10 TIS BT 100G NSFP,NULL,NULL
BORIBEL N10 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N11 GELU NSFP,NULL,NULL
BORIBEL N11 TIS BT 90G NSFP,NULL,NULL
BORIBEL N11 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N12 GELU NSFP,NULL,NULL
BORIBEL N12 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N12 TIS SACH NSFP,NULL,NULL
BORIBEL N13 TIS BT 100G NSFP,NULL,NULL
BORIBEL N13 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N14 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N15 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N17 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N2 TIS BT 100G NSFP,NULL,NULL
BORIBEL N2 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N22 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N23 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N3 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N3 SUP NSFP,NULL,NULL
BORIBEL N3 TIS BT 100G NSFP,NULL,NULL
BORIBEL N3 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N31 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N4 TIS BT 100G NSFP,NULL,NULL
BORIBEL N4 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N41 GRLS TB 7G NSFP,NULL,NULL
BORIBEL N48 GRLS TB 7.5G NSFP,NULL,NULL
BORIBEL N5 GELU NSFP,NULL,NULL
BORIBEL N6 TIS BT 80G NSFP,NULL,NULL
BORIBEL N6 TIS SACH DOS 20 NSFP,NULL,NULL
BORIBEL N7 GELU NSFP,NULL,NULL
BORIBEL N7 TIS BT 100G NSFP,NULL,NULL
BORIBEL N7 TIS SACH NSFP,NULL,NULL
BORIBEL N8 BUV AMP 10ML NSFP,NULL,NULL
BORIBEL N8 TIS BT 80G NSFP,NULL,NULL
BORIBEL N8 TIS SACH NSFP,NULL,NULL
BORIBEL N9 BUV AMP 8 NSFP,NULL,NULL
BORIBEL N9 GELU NSFP,NULL,NULL
BORIBEL N9 TIS BT 100G NSFP,NULL,NULL
BORIBEL N9 TIS SACH,NULL,NULL
BORIPHARM N1 SUP NSFP,NULL,NULL
BORIPHARM N18 GRLS TB 7G NSFP,NULL,NULL
BORIPHARM N23 GRLS TB 7G,NULL,NULL
BORIPHARM N3 GRLS TB 7G,NULL,NULL
BORIPHARM N3 SUP NSFP,NULL,NULL
BORIPHARM N31 GRLS TB 7G,NULL,NULL
BORIPHARM N41 GRLS TB 7G,NULL,NULL
BORIPHARM N48 CPR NSFP,NULL,NULL
BORIPHARM N48 CPR TB 7.5G NSFP,NULL,NULL
BOROCLARINE COLLYRE FL 10ML NSFP,ACIDE BORIQUE,BORIQUE ACIDE
BOROCLARINE COLLYRE FL 10ML NSFP,BORE,SODIUM BORATE
BOROCLARINE COLLYRE FL 10ML NSFP,PHENYLEPHRINE,PHENYLEPHRINE
BOROCLARINE COLLYRE FL 10ML NSFP,SODIUM,SODIUM BORATE
BOROCLARINE COLLYRE FL 15ML NSFP,ACIDE BORIQUE,BORIQUE ACIDE
BOROCLARINE COLLYRE FL 15ML NSFP,BORE,SODIUM BORATE
BOROCLARINE COLLYRE FL 15ML NSFP,PHENYLEPHRINE,PHENYLEPHRINE
BOROCLARINE COLLYRE FL 15ML NSFP,SODIUM,SODIUM BORATE
BOROSTYROL CREME TUBE 50G NSFP,NULL,NULL
BOROSTYROL EMUL LOC NSFP,NULL,NULL
BOROSTYROL SOL FL 30ML NSFP,NULL,NULL
BORTEZOMIB 1MG PDR INJ,NULL,NULL
BORTEZOMIB 3.5MG PDR INJ,NULL,NULL
BOSATRIA 250MG INJ FL,MEPOLIZUMAB,MEPOLIZUMAB
BOSENTAN 125MG COMPRIME,NULL,NULL
BOSENTAN 32MG CPR DISPERSIBLE,NULL,NULL
BOSENTAN 62.5MG COMPRIME,NULL,NULL
BOSULIF 100MG CPR,BOSUTINIB,BOSUTINIB
BOSULIF 500MG CPR,BOSUTINIB,BOSUTINIB
BOSUTINIB 100MG CPR PELLICULE,NULL,NULL
BOSUTINIB 500MG CPR PELLICULE,NULL,NULL
BOTHROFAV SOL INJ 10ML,NULL,NULL
BOTOX 100U ALLERGAN PDR INJ,TOXINE BOTULIQUE A,TOXINE BOTULIQUE TYPE A
BOTOX 100U ALLERGAN PDR INJ NSFP,TOXINE BOTULIQUE A,TOXINE BOTULIQUE TYPE A
BOTOX 200U ALLERGAN PDR INJ,TOXINE BOTULIQUE A,TOXINE BOTULIQUE TYPE A
BOTOX 50U ALLERGAN PDR INJ,TOXINE BOTULIQUE A,TOXINE BOTULIQUE TYPE A
BOTULISM ANTITOXIN BEHRING SOL INJ,NULL,NULL
BOULEAU SUPERDIET 0.8G/15ML BUV NSFP,BOULEAU,BOULEAU EXTRAIT
BRADYL 250MG CPR NSFP,NADOXOLOL,NADOXOLOL CHLORHYDRATE
BREAKYL 1 200MCG FILM ORODISP,FENTANYL,FENTANYL
BREAKYL 200MCG FILM ORODISP,FENTANYL,FENTANYL
BREAKYL 400MCG FILM ORODISP,FENTANYL,FENTANYL
BREAKYL 600MCG FILM ORODISP,FENTANYL,FENTANYL
BREAKYL 800MCG FILM ORODISP,FENTANYL,FENTANYL
BRENTUXIMAB 50MG PDR POUR PERF,NULL,NULL
BRENTUXIMAB VED 50MG PDR PERF NSFP,BRENTUXIMAB VEDOTIN,BRENTUXIMAB VEDOTIN
BRETYLATE 100MG/2ML SOL INJ NSFP,BRETYLIUM,BRETYLIUM TOSILATE
BRETYLATE 100MG/2ML SOL INJ NSFP,BROME,BRETYLIUM TOSILATE
BREVIBLOC 100MG/10ML SOL INJ FL 10ML,ESMOLOL,ESMOLOL
BREVIBLOC 10MG/ML SOL INJ POC 250ML,ESMOLOL,ESMOLOL
BREVIBLOC 2.5G/10ML INJ 10ML NSFP,ESMOLOL,ESMOLOL
BREVIMYTAL HIKMA 500MG SOL INJ,METHOHEXITAL,METHOHEXITAL
BREVOXYL 4% CREME NSFP,PEROXYDE BENZOYLE,PEROXYDE BENZOYLE
BREXIN 20MG CPR,NULL,exprimé(e) en PIROXICAM BASE
BREXIN 20MG CPR EFF,NULL,exprimé(e) en PIROXICAM BASE
BREXIN 20MG PDR ORALE SACHET NSFP,NULL,exprimé(e) en PIROXICAM BASE
BRIAZIDE 10MG/12.5MG CPR,BENAZEPRIL,BENAZEPRIL
BRIAZIDE 10MG/12.5MG CPR,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
BRICANYL 0.5MG/1ML SOL INJ,TERBUTALINE,TERBUTALINE
BRICANYL 2.5MG CPR NSFP,TERBUTALINE,TERBUTALINE
BRICANYL 250 MICROG SUSP INHAL NSFP,TERBUTALINE,TERBUTALINE
BRICANYL 5MG/2ML SOL INHAL,TERBUTALINE,TERBUTALINE
BRICANYL LP 5MG CPR,TERBUTALINE,TERBUTALINE
BRICANYL TURBUHALER 500 MCG/DOS NSFP,TERBUTALINE,TERBUTALINE
BRICANYL TURBUHALER 500MCG/DOSE PDR,TERBUTALINE,TERBUTALINE
BRIDES PIL NSFP,NULL,NULL
BRIDES SELS PDR SACH 24 NSFP,NULL,NULL
BRIDION 100MG/ML SOL INJ FL 2ML,SUGAMMADEX,SUGAMMADEX
BRIDION 100MG/ML SOL INJ FL 5ML,SUGAMMADEX,SUGAMMADEX
BRIEM 10MG CPR,BENAZEPRIL,BENAZEPRIL
BRIEM 5MG CPR,BENAZEPRIL,BENAZEPRIL
BRIETAL 500MG PDR INJ  NSFP,METHOHEXITAL,METHOHEXITAL
BRIETAL 500MG PDR INJ NSFP,METHOHEXITAL,METHOHEXITAL
BRILIQUE 90MG CPR,TICAGRELOR,TICAGRELOR
BRILIVO 1 000MG CPR,PARACETAMOL,PARACETAMOL
BRILIVO 1000MG CPR EFF,PARACETAMOL,PARACETAMOL
BRILIVO 500MG CPR,PARACETAMOL,PARACETAMOL
BRIMONIDINE 0.15 % COLLYRE,NULL,NULL
BRIMONIDINE 0.2% COLLYRE,NULL,NULL
BRIMONIDINE 3.3MG/G GEL,NULL,NULL
BRIMONIDINE CHV 0.2% COLLYRE,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE CHV 0.2% COLLYRE,BROME,BRIMONIDINE
BRIMONIDINE EG 0.2% COLLYRE,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE EG 0.2% COLLYRE,BROME,BRIMONIDINE
BRIMONIDINE GNR 0.2% COLLYRE NSFP,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE GNR 0.2% COLLYRE NSFP,BROME,BRIMONIDINE
BRIMONIDINE MYL 0.2% COLLYRE,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE MYL 0.2% COLLYRE,BROME,BRIMONIDINE
BRIMONIDINE QUA 0.2% COLLYRE NSFP,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE QUA 0.2% COLLYRE NSFP,BROME,BRIMONIDINE
BRIMONIDINE RTP 0.2% COLLYRE NSFP,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE RTP 0.2% COLLYRE NSFP,BROME,BRIMONIDINE
BRIMONIDINE SDZ 0.2% COLLYRE,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE SDZ 0.2% COLLYRE,BROME,BRIMONIDINE
BRIMONIDINE TVC 0.2% COLLYRE,BRIMONIDINE,BRIMONIDINE
BRIMONIDINE TVC 0.2% COLLYRE,BROME,BRIMONIDINE
BRINALDIX 20MG CPR NSFP,CLOPAMIDE,CLOPAMIDE
BRINZOLAMIDE 1% + TIMOLOL 0.5% COLLY,NULL,NULL
BRINZOLAMIDE 10MG/ML COLLYRE,NULL,NULL
BRISTAMOX 125MG/5ML PDR FL Gé NSFP,NULL,exprimé(e) en AMOXICILLINE ANHYDRE
BRISTAMOX 1G CPR NSFP,NULL,exprimé(e) en AMOXICILLINE ANHYDRE
BRISTAMOX 1G PDR BUV CPR NSFP,AMOXICILLINE,AMOXICILLINE SODIQUE
BRISTAMOX 1G PDR ET SOL INJ NSFP,NULL,exprimé(e) en AMOXICILLINE BASE
BRISTAMOX 250MG/5ML PDR FL Gé NSFP,NULL,exprimé(e) en AMOXICILLINE ANHYDRE
BRISTAMOX 500MG GELULE Gé NSFP,NULL,exprimé(e) en AMOXICILLINE ANHYDRE
BRISTAMOX 500MG PDR ET SOL INJ NSFP,NULL,exprimé(e) en AMOXICILLINE BASE
BRISTAMOX 500MG/5ML PDR FL Gé NSFP,NULL,exprimé(e) en AMOXICILLINE ANHYDRE
BRISTOPEN 1G/5ML PDR ET SOL INJ IV,NULL,exprimé(e) en OXACILLINE BASE
BRISTOPEN 250MG CPR NSFP,NULL,exprimé(e) en OXACILLINE BASE
BRISTOPEN 250MG/2ML PDR+SOL INJ NSFP,NULL,exprimé(e) en OXACILLINE BASE
BRISTOPEN 250MG/5ML PDR ORALE NSFP,NULL,exprimé(e) en OXACILLINE BASE
BRISTOPEN 500MG GELULE NSFP,NULL,exprimé(e) en OXACILLINE BASE
BRISTOPEN 500MG/2ML PDR+SOL INJ NSFP,NULL,exprimé(e) en OXACILLINE BASE
BRITANE 2% GEL NSFP,NULL,exprimé(e) en MICONAZOLE BASE
BRITANE 2% LOTION NSFP,NULL,exprimé(e) en MICONAZOLE BASE
BRITANE 2% PDR NSFP,NULL,exprimé(e) en MICONAZOLE BASE
BROLENE 0.10% COLLYRE FL 10ML,PROPAMIDINE,PROPAMIDINE
BROLENE POMMADE OPH NSFP,NULL,NULL
BROLITENE 200MG CPR NSFP,IDROCILAMIDE,IDROCILAMIDE
BROLITENE 30MG/5ML SOL INJ NSFP,NULL,NULL
BROMATE DE POTASSIUM 850 MG CPR,NULL,NULL
BROMAZEPAM  1.5MG CPR,NULL,NULL
BROMAZEPAM 6MG COMPRIME,NULL,NULL
BROMAZEPAM ARW 1.5MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM ARW 1.5MG CPR,BROME,BROMAZEPAM
BROMAZEPAM ARW 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM ARW 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM BAY 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM BAY 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM BGA 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM BGA 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM CRT 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM CRT 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM EG 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM EG 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM EXPANPHARM 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM EXPANPHARM 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM GNR 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM GNR 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM HEXAL 6MG CPR NC,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM HEXAL 6MG CPR NC,BROME,BROMAZEPAM
BROMAZEPAM IRX 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM IRX 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM ISD 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM ISD 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM IVX 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM IVX 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM MSD 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM MSD 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM MYL 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM MYL 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM QUA 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM QUA 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM RPG 3MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM RPG 3MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM RPG 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM RPG 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM RTP 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM RTP 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM SDZ 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM SDZ 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM SUBSTIPHARM 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM SUBSTIPHARM 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM TVC 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM TVC 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM TVP 6MG CPR NSFP,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM TVP 6MG CPR NSFP,BROME,BROMAZEPAM
BROMAZEPAM ZTV 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM ZTV 6MG CPR,BROME,BROMAZEPAM
BROMAZEPAM ZYD 6MG CPR,BROMAZEPAM,BROMAZEPAM
BROMAZEPAM ZYD 6MG CPR,BROME,BROMAZEPAM
BROMELAINE 900nK COMPRIME,NULL,NULL
BROMESULFONEPHTALEINE 0.3G/10ML NSFP,NULL,NULL
BROMFENAC 0.9MG/ML COLLY FL5ML,NULL,NULL
BROMHEXINE 8MG COMPRIME,NULL,NULL
BROMOCARBONE CPR NSFP,AUBEPINE,AUBEPINE EXTRAIT SEC
BROMOCARBONE CPR NSFP,BROME,CALCIUM BROMURE
BROMOCARBONE CPR NSFP,CALCIUM,CALCIUM BROMURE
BROMOCARBONE CPR NSFP,CHARBON,CHARBON VEGETAL OFFICINAL
BROMOCODYL SIROP NSFP,NULL,NULL
BROMOCRIPTINE 10 MG GELULE,NULL,NULL
BROMOCRIPTINE 2.5MG CPR,NULL,NULL
BROMOCRIPTINE 2.5MG CPR INH LACTEE,NULL,NULL
BROMOCRIPTINE 5 MG GELULE,NULL,NULL
BROMOCRIPTINE WTP 10 MG GELULE NSFP,NULL,exprimé(e) en BROMOCRIPTINE BASE
BROMOCRIPTINE WTP 5 MG GELULE NSFP,NULL,exprimé(e) en BROMOCRIPTINE BASE
BROMOCRIPTINE ZEN 10 MG GELULE,NULL,exprimé(e) en BROMOCRIPTINE BASE
BROMOCRIPTINE ZEN 2.5 MG. CPR,NULL,exprimé(e) en BROMOCRIPTINE BASE
BROMOCRIPTINE ZEN 2.5MG CPR INH LACT,NULL,exprimé(e) en BROMOCRIPTINE BASE
BROMOCRIPTINE ZEN 5 MG GELULE,NULL,exprimé(e) en BROMOCRIPTINE BASE
BROMOSULFOPHTALEINE 500MG/10ML  NSFP,BROME,BROMOSULFONEPHTALEINE
BROMOSULFOPHTALEINE 500MG/10ML  NSFP,BROMOSULFONEPHTALEINE,BROMOSULFONEPHTALEINE
BROMPHENIRAMINE 12MG GELULE,NULL,NULL
BROMPHENIRAMINE 2MG/5ML SIROP,NULL,NULL
BROMSULFONEPHTALEINE SERB NSFP,NULL,NULL
BRONCALENE AD SANS SUCRE SIROP,CHLORPHENAMINE,CHLORPHENAMINE
BRONCALENE AD SANS SUCRE SIROP,PHOLCODINE,PHOLCODINE
BRONCALENE AD SIROP,CHLORPHENAMINE,CHLORPHENAMINE
BRONCALENE AD SIROP,PHOLCODINE,PHOLCODINE
BRONCALENE ENF SIROP,CHLORPHENAMINE,CHLORPHENAMINE
BRONCALENE ENF SIROP,PHOLCODINE,PHOLCODINE
BRONCALENE NR SIROP NSFP,CHLORPHENAMINE,CHLORPHENAMINE
BRONCATHIOL 2% ENF NR SOL BUV,CARBOCISTEINE,CARBOCISTEINE
BRONCATHIOL EXPECT 5% AD SOL BUV,CARBOCISTEINE,CARBOCISTEINE
BRONCHALENE AD SIROP NSFP,NULL,NULL
BRONCHALENE ENF SIROP NSFP,NULL,NULL
BRONCHALENE NR SIROP NSFP,NULL,NULL
BRONCHALENE SS SUCRE AD SIROP NSFP,NULL,NULL
BRONCHATHIOL 2% ENF NR SOL BUV NSFP,NULL,NULL
BRONCHATHIOL 5% SOL BUV NSFP,NULL,NULL
BRONCHEX PATE SUCREE NSFP,NULL,NULL
BRONCHEX SIROP NSFP,NULL,NULL
BRONCHO LACTOL AD ENF EMULSION NSFP,NULL,NULL
BRONCHO LACTOL BB EMULSION NSFP,NULL,NULL
BRONCHOCYST 2% ENF SIROP NSFP,CARBOCISTEINE,CARBOCISTEINE
BRONCHOCYST 5% AD SIROP NSFP,NULL,NULL
BRONCHODERMINE AD SUPPO,NULL,NULL
BRONCHODERMINE ENF SUPPO,NULL,NULL
BRONCHODERMINE NR SUPPO NSFP,NULL,NULL
BRONCHODERMINE POMMADE,EUCALYPTOL,EUCALYPTOL
BRONCHODERMINE POMMADE,GAIACOL,GAIACOL CREOSOTE
BRONCHODERMINE POMMADE,PIN,PIN SYLVESTRE ESSENCE
BRONCHODUAL 100/40 GELULE+INH NSFP,BROME,FENOTEROL BROMHYDRATE
BRONCHODUAL 100/40 GELULE+INH NSFP,BROME,IPRATROPIUM BROMURE HYDRATE
BRONCHODUAL 100/40 GELULE+INH NSFP,FENOTEROL,FENOTEROL BROMHYDRATE
BRONCHODUAL 100/40 GELULE+INH NSFP,IPRATROPIUM,IPRATROPIUM BROMURE HYDRATE
BRONCHODUAL 100/40 INH EN GELULE,BROME,FENOTEROL BROMHYDRATE
BRONCHODUAL 100/40 INH EN GELULE,BROME,IPRATROPIUM BROMURE HYDRATE
BRONCHODUAL 100/40 INH EN GELULE,FENOTEROL,FENOTEROL BROMHYDRATE
BRONCHODUAL 100/40 INH EN GELULE,IPRATROPIUM,IPRATROPIUM BROMURE HYDRATE
BRONCHODUAL 50/20 MICROG INHAL,NULL,exprimé(e) en IPRATROPIUM BROMURE ANHY
BRONCHODUAL 50/20 MICROG INHAL,BROME,FENOTEROL BROMHYDRATE
BRONCHODUAL 50/20 MICROG INHAL,FENOTEROL,FENOTEROL BROMHYDRATE
BRONCHODUAL 50/20MICROG INHAL NSFP,NULL,NULL
BRONCHOIDS CPR ENR NSFP,ACONIT,ACONIT TEINTURE
BRONCHOIDS CPR ENR NSFP,BORE,SODIUM BORATE
BRONCHOIDS CPR ENR NSFP,CODEINE,CODEINE BASE
BRONCHOIDS CPR ENR NSFP,MENTHOL,MENTHOL
BRONCHOIDS CPR ENR NSFP,SODIUM,SODIUM BORATE
BRONCHOIDS CPR ENR NSFP,TETRACAINE,TETRACAINE
BRONCHOKOD 2% ENF NR SIROP,CARBOCISTEINE,CARBOCISTEINE
BRONCHOKOD 2% ENF NR SOL BUV Gé,CARBOCISTEINE,CARBOCISTEINE
BRONCHOKOD 5% AD SIROP 125ML Gé NSFP,NULL,NULL
BRONCHOKOD 5% AD SIROP 250ML Gé,CARBOCISTEINE,CARBOCISTEINE
BRONCHOKOD 5% AD SIROP 300ML NSFP,CARBOCISTEINE,CARBOCISTEINE
BRONCHOKOD 5% AD SOL BUV 125ML NSFP,NULL,NULL
BRONCHOKOD 5% AD SOL BUV 250ML,CARBOCISTEINE,CARBOCISTEINE
BRONCHOKOD 5% AD SOL BUV 300ML,CARBOCISTEINE,CARBOCISTEINE
BRONCHOKOD 750MG GRANULES NSFP,NULL,NULL
BRONCHOKOD 750MG/10ML AD SOL BUV SAC,CARBOCISTEINE,CARBOCISTEINE
BRONCHORECTINE AU CITRAL AD SUPPO,NULL,NULL
BRONCHORECTINE AU CITRAL ENF SUPPO,NULL,NULL
BRONCHORECTINE CITRAL NR SUPPO NSFP,NULL,NULL
BRONCHOSPRAY SOL NSFP,NULL,NULL
BRONCHOTULISAN EUCALY AD SUPPO NSFP,ACIDE ACETYLSALICYLIQUE,ACETYLSALICYLIQUE ACIDE
BRONCHOTULISAN EUCALY AD SUPPO NSFP,NOSCAPINE,NOSCAPINE CAMPHOSULFONATE
BRONCHOTULISAN EUCALY ENF SUPPO NSFP,ACIDE ACETYLSALICYLIQUE,ACETYLSALICYLIQUE ACIDE
BRONCHOTULISAN EUCALY ENF SUPPO NSFP,NOSCAPINE,NOSCAPINE CAMPHOSULFONATE
BRONCHY 11.7MG/15ML AD SIROP NSFP,NULL,NULL
BRONCHY ENF SIROP NSFP,NULL,NULL
BRONCHY NR SIROP NSFP,NULL,NULL
BRONCHYDEX 15MG SS SUCRE SIROP NSFP,NULL,NULL
BRONCHYDEX 15MG/5ML AD SIROP NSFP,NULL,NULL
BRONCHYTEINE 2% NR ENF SIROP NSFP,CARBOCISTEINE,CARBOCISTEINE
BRONCHYTEINE 5% AD SIROP NSFP,NULL,NULL
BRONCHYTUC 15MG/5ML SIROP NSFP,NULL,NULL
BRONCHYTUC SS SUCRE 15MG/5ML NSFP,NULL,NULL
BRONCOCLAR 2% ENF SIROP NSFP,CARBOCISTEINE,CARBOCISTEINE
BRONCOCLAR 200MG GRANULES SACH NSFP,ACETYLCYSTEINE,ACETYLCYSTEINE
BRONCOCLAR 5% AD SIROP,CARBOCISTEINE,CARBOCISTEINE
BRONCOL PATE NSFP,NULL,NULL
BRONCORINOL 5% AD EXPECT BUV NSFP,CARBOCISTEINE,CARBOCISTEINE
BRONCORINOL AD TOUX SECHE SIROP NSFP,NULL,NULL
BRONCORINOL AD TX SECHE SIROP NSFP,NULL,NULL
BRONCORINOL COLLUTOIRE NSFP,NULL,NULL
BRONCORINOL ENF TX SECHE SIROP NSFP,PHOLCODINE,PHOLCODINE
BRONCORINOL ETATS GRIPPAUX PDR NSFP,NULL,NULL
BRONCORINOL MAUX DE GORGE CPR NSFP,ACIDE ASCORBIQUE,ASCORBIQUE ACIDE
BRONCORINOL MAUX DE GORGE CPR NSFP,CETYLPYRIDINIUM,CETYLPYRIDINIUM CHLORURE
BRONCORINOL MAUX DE GORGE CPR NSFP,TETRACAINE,TETRACAINE
BRONCORINOL RHINITES SOL NASALE NSFP,NULL,NULL
BRONCORINOL RHUME GELULE NSFP,PARACETAMOL,PARACETAMOL
BRONCORINOL RHUME GELULE NSFP,PSEUDOEPHEDRINE,PSEUDOEPHEDRINE CHLORHYDRATE
