"1931","BENZERIAL ","GUANOXABENZ"
"1932","BENZERIAL ","N/A"
"1933","BENZNIDAZOLE ","N/A"
"1934","BENZNIDAZOLE LFP ","BENZNIDAZOLE"
"1935","BENZO GYNOESTRYL ","ESTRADIOL"
"1936","BENZO GYNOESTRYL RETARD ","ESTRADIOL"
"1937","BENZOCHLORYL ","N/A"
"1938","BENZODODECINIUM CHIBR ","BENZODODECINIUM"
"1939","BENZODODECINIUM CHIBR ","BROME"
"1940","BENZOYLE PEROXYDE ","N/A"
"1941","BENZYDAMIDE ","N/A"
"1942","BENZYLTHIOURACILE ","N/A"
"1943","BEPAM ","N/A"
"1944","BEPANTHEN ","PANTHENOL"
"1945","BEPANTHENE ","PANTHENOL"
"1946","BEPANTHENE ONGUENT ","PANTHENOL"
"1947","BEPRANE ","PROPRANOLOL"
"1948","BERBERIS CPLEX N83 ","N/A"
"1949","BERGAPTENE ","N/A"
"1950","BERINERT ET ","INHIBITEUR C1 ESTERASE HUMAIN"
"1951","BERIPLAST ET COLLE ","N/A"
"1952","BEROCCA ","N/A"
"1953","BEROMUN ET ","TASONERMINE"
"1954","BEROTEC MICROG ","BROME"
"1955","BEROTEC MICROG ","FENOTEROL"
"1956","BESCHITIN W PANSEMENT ","N/A"
"1957","BETA ADALATE ","ATENOLOL"
"1958","BETA ADALATE ","NIFEDIPINE"
"1959","BETADINE ","IODE"
"1960","BETADINE ","POVIDONE"
"1961","BETADINE X CM ","IODE"
"1962","BETADINE X CM ","POVIDONE"
"1963","BETADINE ALCOOL ","ETHANOL"
"1964","BETADINE ALCOOL ","IODE"
"1965","BETADINE ALCOOL ","POVIDONE"
"1966","BETADINE DERMIQUE ","IODE"
"1967","BETADINE DERMIQUE ","POVIDONE"
"1968","BETADINE DERMIQUE B ","IODE"
"1969","BETADINE DERMIQUE B ","POVIDONE"
"1970","BETADINE SCRUB BIDON ","IODE"
"1971","BETADINE SCRUB BIDON ","POVIDONE"
"1972","BETADINE SCRUB ","IODE"
"1973","BETADINE SCRUB ","POVIDONE"
"1974","BETADINE TULLE PANS ","IODE"
"1975","BETADINE TULLE PANS ","POVIDONE"
"1976","BETADINE TULLE PANSEMENT ","IODE"
"1977","BETADINE TULLE PANSEMENT ","POVIDONE"
"1978","BETAFACT ET ","FACTEUR DE COAGULATION HUMAIN"
"1979","BETAFACT ","FACTEUR DE COAGULATION HUMAIN"
"1980","BETAFERON ET ","INTERFERON BETA"
"1981","BETAFERON ET ","RECOMBINANT"
"1982","BETAFERON ","INTERFERON BETA"
"1983","BETAFERON ","RECOMBINANT"
"1984","BETAGAN ","LEVOBUNOLOL"
"1985","BETAHISTINE ","N/A"
"1986","BETAHISTINE ACC ","BETAHISTINE"
"1987","BETAHISTINE ","BETAHISTINE"
"1988","BETAHISTINE BIP ","BETAHISTINE"
"1989","BETAHISTINE QVR ","BETAHISTINE"
"1990","BETAHISTINE REF ","BETAHISTINE"
"1991","BETAINE ANHYDRE G ","N/A"
"1992","BETAMAZE ","N/A"
"1993","BETAMETHASONE ","N/A"
"1994","BETAMETHASONE ","BETAMETHASONE"
"1995","BETAMETHASONE VALERATE EMPLAT ","N/A"
"1996","BETAMETHASONE ZTV ","BETAMETHASONE"
"1997","BETANOL ","METIPRANOLOL"
"1998","BETAPRESSINE ","PENBUTOLOL"
"1999","BETASELEN ","N/A"
"2000","BETASEPTIC ","IODE"
"2001","BETASEPTIC ","POVIDONE"
"2002","BETASEPTIC DERMIQUE ","IODE"
"2003","BETASEPTIC DERMIQUE ","POVIDONE"
"2004","BETASEPTIC SCRUB ","IODE"
"2005","BETASEPTIC SCRUB ","POVIDONE"
"2006","BETASERC ","BETAHISTINE"
"2007","BETASERON ","INTERFERON BETA"
"2008","BETASERON ","RECOMBINANT"
"2009","BETATOP Gé ","ATENOLOL"
"2010","BETAXOLOL ","N/A"
"2011","BETAXOLOL OPHTALMIQUE ","N/A"
"2012","BETAXOLOL ","BETAXOLOL"
"2013","BETAXOLOL SANTE ","BETAXOLOL"
"2014","BETESIL ","BETAMETHASONE"
"2015","BETHANECHOL ","N/A"
"2016","BETHANECHOL ","BETHANECHOL"
"2017","BETHANECOL ","N/A"
"2018","BETIME ","TIMOLOL"
"2019","BETNESALIC ","N/A"
"2020","BETNESALIC ","ACIDE SALICYLIQUE"
"2021","BETNESOL ","N/A"
"2022","BETNESOL RECTALE ","BETAMETHASONE"
"2023","BETNESOL DEPOT ","N/A"
"2024","BETNEVAL ","N/A"
"2025","BETNEVAL ","BETAMETHASONE"
"2026","BETNEVAL NEOMYCINE ","N/A"
"2027","BETOPTIC ","N/A"
"2028","BETRIMAX ","COBALT"
"2029","BETRIMAX ","HYDROXOCOBALAMINE"
"2030","BETRIMAX ","PYRIDOXINE"
"2031","BETRIMAX ","THIAMINE (VITAMINE B1)"
"2032","BETRIPHOS C ","ACIDE ASCORBIQUE"
"2033","BETRIPHOS C ","ADENOSINE"
"2034","BETRIPHOS C ","PYRIDOXINE"
"2035","BETRIPHOS C ","THIAMINE (VITAMINE B1)"
"2036","BEVACIZUMAB ","N/A"
"2037","BEVITINE ","N/A"
"2038","BEXAROTENE ","N/A"
"2039","BEXOL AD ","N/A"
"2040","BEXOL ","N/A"
"2041","BEXSERO ","N/A"
"2042","BEZAFIBRATE ","N/A"
"2043","BF2649 ","PITOLISANT"
"2044","BI CITROL ","N/A"
"2045","BI LIPANOR ","CIPROFIBRATE"
"2046","BI MISSILOR ","METRONIDAZOLE"
"2047","BI MISSILOR ","SPIRAMYCINE"
"2048","BI QUI NOL AD ","BISMUTH"
"2049","BI QUI NOL AD ","GAIACOL"
"2050","BI QUI NOL ","BISMUTH"
"2051","BI QUI NOL ","CAMPHRE"
"2052","BI QUI NOL ","GAIACOL"
"2053","BI TILDIEM ","DILTIAZEM"
"2054","BIAFINE PRESS ","N/A"
"2055","BIAFINE ","TRIETHANOLAMINE"
"2056","BIAFINEACT ","TRIETHANOLAMINE"
"2057","BIAFINEACT ","N/A"
"2058","BIB W ","AFATINIB"
"2059","BIBAG HEMODIALYSE ","N/A"
"2060","BICALUTAMIDE ","N/A"
"2061","BICALUTAMIDE ","BICALUTAMIDE"
"2062","BICALUTAMIDE DCIP ","BICALUTAMIDE"
"2063","BICALUTAMIDE KBI ","BICALUTAMIDE"
"2064","BICARNESINE ","CARNITINE"
"2065","BICAVERA G1.5% DP STS ","N/A"
"2066","BICAVERA G1.5% DP SLS ","N/A"
"2067","BICAVERA G2.3% DP STS ","N/A"
"2068","BICAVERA G2.3% DP SLS ","N/A"
"2069","BICAVERA G4.25% DP STS ","N/A"
"2070","BICAVERA G4.25% DP SLS ","N/A"
"2071","BICIRKAN ","ACIDE ASCORBIQUE"
"2072","BICIRKAN ","HESPERIDINE"
"2073","BICIRKAN ","PETIT HOUX"
"2074","BICLARIC ","CLARITHROMYCINE"
"2075","BICLINOCILLINE IM ET IN ","BENZYLPENICILLINE"
"2076","BICLINOCILLINE PROC ","BENZYLPENICILLINE"
"2077","BICLOTYMOL ","N/A"
"2078","BICNU ET ","CARMUSTINE"
"2079","BIFIDIGENE BIFIDUS ","BIFIDOBACTERIUM"
"2080","BIFIX ","NIFUROXAZIDE"
"2081","BIFONAZOLE ","N/A"
"2082","BIFONAZOLE + UREE ","N/A"
"2083","BIGARADIER NATURA MEDICA ","N/A"
"2084","BIGONIST ","N/A"
"2085","BILASKA ","BILASTINE"
"2086","BILASTINE ","N/A"
"2087","BILE TOTALE DEMEL ","N/A"
"2088","BILICANTE ","HYMECROMONE"
"2089","BILIFLUINE ","BILE"
"2090","BILIFLUINE ","SODIUM"
"2091","BILISCOPINE ","IODE"
"2092","BILISCOPINE ","IOTROXATE"
"2093","BILKABY ","BILE"
"2094","BILKABY ","MENADIONE"
"2095","BILTRICIDE ","PRAZIQUANTEL"
"2096","BIMATOPROST ","N/A"
"2097","BIMATOPROST TIMOLOL ","N/A"
"2098","BINOCRIT ","EPOETINE"
"2099","BINOCTAL ","AMOBARBITAL"
"2100","BINOCTAL ","SECOBARBITAL"
"2101","BIO CUIVRE MANGANESE ","N/A"
"2102","BIO LANCYL ","FRENE"
"2103","BIO SELENIUM ","GERME DE BLE"
"2104","BIO SELENIUM ","SELENIUM"
"2105","BIO SELENIUM ","TOCOPHEROL ALFA"
"2106","BIOBAG PANS LARV ","N/A"
"2107","BIOCADEXTRO SS ","DEXTROMETHORPHANE"
"2108","BIOCALYPTOL ","PHOLCODINE"
"2109","BIOCALYPTOL PHOLCODINE AD ","N/A"
"2110","BIOCALYPTOL PHOLCODINE ","N/A"
"2111","BIOCALYPTOL SS SUCRE ","PHOLCODINE"
"2112","BIOCARDE ","N/A"
"2113","BIOCEANE ","N/A"
"2114","BIOCIDAN ","BROME"
"2115","BIOCIDAN ","CETHEXONIUM"
"2116","BIOCIDAN HYDROCORT ","N/A"
"2117","BIOCIDAN HYDROCORTISONE ","N/A"
"2118","BIOCIDAN ","PHENYLTOLOXAMINE"
"2119","BIOCLATE ","OCTOCOG ALFA"
"2120","BIOCOL ET ","N/A"
"2121","BIODALGIC Gé ","TRAMADOL"
"2122","BIOFOAM PANS LARV ","N/A"
"2123","BIOGAZE ","N/A"
"2124","BIOLACTYL ","N/A"
"2125","BIOLID ","N/A"
"2126","BIOMAG AGRUMES CROQ ","N/A"
"2127","BIOMAG ","N/A"
"2128","BIONOLYTE G10 FPE ","GLUCOSE"
"2129","BIONOLYTE G10 FPE ","POTASSIUM"
"2130","BIONOLYTE G10 FPE ","SODIUM CHLORURE"
"2131","BIONOLYTE G10 PO SIS-SEB ","N/A"
"2132","BIONOLYTE G10 PO SIS-SEB ","GLUCOSE"
"2133","BIONOLYTE G10 PO SIS-SEB ","POTASSIUM"
"2134","BIONOLYTE G10 PO SIS-SEB ","SODIUM CHLORURE"
"2135","BIONOLYTE G10 P ","N/A"
"2136","BIONOLYTE G10 S ","N/A"
"2137","BIONOLYTE G10 ","N/A"
"2138","BIONOLYTE G5 FPE ","GLUCOSE"
"2139","BIONOLYTE G5 FPE ","POTASSIUM"
"2140","BIONOLYTE G5 FPE ","SODIUM CHLORURE"
"2141","BIONOLYTE G5 PO SIS-SEB ","GLUCOSE"
"2142","BIONOLYTE G5 PO SIS-SEB ","POTASSIUM"
"2143","BIONOLYTE G5 PO SIS-SEB ","SODIUM CHLORURE"
"2144","BIONOLYTE G5 S ","N/A"
"2145","BIONOLYTE G5 ","N/A"
"2146","BIONOLYTE G5 P ","N/A"
"2147","BIONOLYTE G5 P500ML ","N/A"
"2148","BIOPEG ","N/A"
"2149","BIORGASEPT ","N/A"
"2150","BIORGASEPT ","CHLORHEXIDINE"
"2151","BIOSTIM ","N/A"
"2152","BIOTINE ","N/A"
"2153","BIOTINE ","BIOTINE"
"2154","BIOTINE ROCHE ","BIOTINE"
"2155","BIOTONE ","N/A"
"2156","BIOTONE AMP2 ","N/A"
"2157","BIOVALINE B6 B12 ","N/A"
"2158","BIOVEINAL ELIXIR ","N/A"
"2159","BIOVISC ","SODIUM"
"2160","BIOXYOL POT ","N/A"
"2161","BIOXYOL ","N/A"
"2162","BIPENICILLINE DIAMANT ","BENZYLPENICILLINE"
"2163","BIPENICILLINE OPOLABO ","BENZYLPENICILLINE"
"2164","BIPENICILLINE SARBACH ","BENZYLPENICILLINE"
"2165","BIPENICILLINE SPECIA ET ","BENZYLPENICILLINE"
"2166","BIPERIDENE CHLORHYDRATE ","N/A"
"2167","BIPERIDYS ","DOMPERIDONE"
"2168","BIPERIDYSFLASH ","DOMPERIDONE"
"2169","BIPHEDRINE AQU ","EPHEDRINE"
"2170","BIPHEDRINE HUILEUSE ","N/A"
"2171","BIPRETERAX ","INDAPAMIDE"
"2172","BIPRETERAX ","PERINDOPRIL"
"2173","BIPRETERAX ","N/A"
"2174","BIPROFENID ","KETOPROFENE"
"2175","BIRODOGYL ","METRONIDAZOLE"
"2176","BIRODOGYL ","SPIRAMYCINE"
"2177","BISACODYL ","N/A"
"2178","BISEPTINE APPLI LOCALE ","N/A"
"2179","BISEPTINESCRUB LOC ","BENZALKONIUM"
"2180","BISEPTINESCRUB LOC ","CHLORHEXIDINE"
"2181","BISEPTINESPRAID ","ALCOOL BENZYLIQUE"
"2182","BISEPTINESPRAID ","BENZALKONIUM"
"2183","BISEPTINESPRAID ","CHLORHEXIDINE"
"2184","BISEPTINESPRAID FL125ML ","ALCOOL BENZYLIQUE"
"2185","BISEPTINESPRAID FL125ML ","BENZALKONIUM"
"2186","BISEPTINESPRAID FL125ML ","CHLORHEXIDINE"
"2187","BISLOXANE ","N/A"
"2188","BISMURECTOL AD ","N/A"
"2189","BISMURECTOL ","N/A"
"2190","BISMUTH + GUAIFENESINE AD ","N/A"
"2191","BISMUTH EUCALYPTOL ","N/A"
"2192","BISMUTH METRONIDAZOLE TETRACYCLINE G ","N/A"
"2193","BISMUTH SUBCITRATE PELL ","N/A"
"2194","BISOCE ","BISOPROLOL"
"2195","BISOLVOMYCINE ","BROME"
"2196","BISOLVOMYCINE ","BROMHEXINE"
"2197","BISOLVOMYCINE ","TETRACYCLINE"
"2198","BISOLVOMYCINE ","N/A"
"2199","BISOLVON ","BROME"
"2200","BISOLVON ","BROMHEXINE"
"2201","BISOPROLOL ","N/A"
"2202","BISOPROLOL + HCTZ ","N/A"
"2203","BISOPROLOL ACF ","BISOPROLOL"
"2204","BISOPROLOL ","BISOPROLOL"
"2205","BISOPROLOL AHL ","BISOPROLOL"
"2206","BISOPROLOL PELL ","BISOPROLOL"
"2207","BISOPROLOL BST ","BISOPROLOL"
"2208","BISOPROLOL HCTZ ","BISOPROLOL"
"2209","BISOPROLOL HCTZ ","HYDROCHLOROTHIAZIDE"
"2210","BISOPROLOL NCH ","BISOPROLOL"
"2211","BISOPROLOL QVR ","BISOPROLOL"
"2212","BITHIONOL ","BITHIONOL"
"2213","BIVALIRUDINE ","N/A"
"2214","BLACKOIDS DU DR MEUR BOITE ","LEVOMENTHOL"
"2215","BLACKOIDS DU DR MEUR BOITE ","REGLISSE"
"2216","BLACKOIDS DU DR MEUR ","N/A"
"2217","BLEOMYCINE U ","N/A"
"2218","BLEOMYCINE POSO ","N/A"
"2219","BLEOMYCINE BLN ","BLEOMYCINE"
"2220","BLEOMYCINE ","BLEOMYCINE"
"2221","BLEPHASEPTYL ","N/A"
"2222","BLEU EVANS SRB ","BLEU EVANS"
"2223","BLEU METHYLENE ","METHYLTHIONINIUM"
"2224","BLEU PATENTE V ","N/A"
"2225","BLEU PATENTE V GUERBET ","BLEU PATENTE (E131)"
"2226","BLUCINEL ","N/A"
"2227","BMS-650032 ","N/A"
"2228","BMS-790052 ","DACLATASVIR"
"2229","BOCEPREVIR ","N/A"
"2230","BOCEPREVIR SPL ","BOCEPREVIR"
"2231","BOCOUTURE ","TOXINE BOTULIQUE A"
"2232","BOIN ","N/A"
"2233","BOIRON ARTICHAUT ","ARTICHAUT"
"2234","BOIRON AUBEPINE ","AUBEPINE"
"2235","BOIRON BOURDAINE ","BOURDAINE"
"2236","BOIRON CASSIS ","CASSIS"
"2237","BOIRON FRENE ","FRENE"
"2238","BOIRON FUCUS ","FUCUS"
"2239","BOIRON GINSENG ","GINSENG"
"2240","BOIRON HARPAGOPHYTUM ","HARPAGOPHYTON"
"2241","BOIRON KOLA ","KOLA"
"2242","BOIRON MARRON D'INDE GELU ","MARRON D'INDE"
"2243","BOIRON ORTHOSIP GELU ","ORTHOSIPHON"
"2244","BOIRON PASSIFL ","PASSIFLORE"
"2245","BOIRON PILOSELLE GELU ","PILOSELLE"
"2246","BOIRON PISSENLIT ","PISSENLIT"
"2247","BOIRON PRELE ","PRELE"
"2248","BOIRON PT HOUX ","PETIT HOUX"
"2249","BOIRON REINE DES PRES ","REINE DES PRES"
"2250","BOIRON THE VERT ","THE"
"2251","BOIRON VALERIANE ","VALERIANE"
"2252","BOIRON VIGNE ROUGE ","VIGNE ROUGE"
"2253","BOLCITOL ","BOLDO"
"2254","BOLCITOL ","FENOUIL"
"2255","BOLCITOL ","FUMETERRE"
"2256","BOLCITOL ","SAUGE"
"2257","BOLDOFLORINE ","N/A"
"2258","BOLDOFLORINE ","BOLDINE"
"2259","BOLDOFLORINE ","BOURDAINE"
"2260","BOLDOFLORINE ","ROMARIN"
"2261","BOLDOFLORINE ","SENE"
"2262","BOLDOFLORINE N1 ","N/A"
"2263","BOLDOFLORINE N2 ","N/A"
"2264","BOLDOLAXINE ","BELLADONE"
"2265","BOLDOLAXINE ","BOLDO"
"2266","BOLDOLAXINE ","LICHEN"
"2267","BOLDOLAXINE ","PHENOLPHTALEINE"
"2268","BOLINAN ","IODE"
"2269","BOLINAN ","POVIDONE"
"2270","BONDRONAT ","N/A"
"2271","BONDRONAT ","IBANDRONATE"
"2272","BONNARD ","N/A"
"2273","BONS PROD BOLDO ","N/A"
"2274","BONS PROD FENOUIL ","N/A"
"2275","BONVIVA ","IBANDRONATE"
"2276","BOOSTRIXTETRA ","N/A"
"2277","BORATE SODIUM AC BORIQUE UNI ","N/A"
"2278","BORAX/AC BORIQUE ","ACIDE BORIQUE"
"2279","BORAX/AC BORIQUE ","BORE"
"2280","BORAX/AC BORIQUE ","SODIUM"
"2281","BORIBEL N1 ","N/A"
"2282","BORIBEL N10 ","N/A"
"2283","BORIBEL N10 DOS ","N/A"
"2284","BORIBEL N11 GELU ","N/A"
"2285","BORIBEL N11 ","N/A"
"2286","BORIBEL N11 DOS ","N/A"
"2287","BORIBEL N12 GELU ","N/A"
"2288","BORIBEL N12 ","N/A"
"2289","BORIBEL N13 ","N/A"
"2290","BORIBEL N13 DOS ","N/A"
"2291","BORIBEL N14 DOS ","N/A"
"2292","BORIBEL N15 ","N/A"
"2293","BORIBEL N17 DOS ","N/A"
"2294","BORIBEL N2 ","N/A"
"2295","BORIBEL N2 DOS ","N/A"
"2296","BORIBEL N22 ","N/A"
"2297","BORIBEL N23 ","N/A"
"2298","BORIBEL N3 ","N/A"
"2299","BORIBEL N3 DOS ","N/A"
"2300","BORIBEL N31 ","N/A"
"2301","BORIBEL N4 ","N/A"
"2302","BORIBEL N4 DOS ","N/A"
"2303","BORIBEL N41 ","N/A"
"2304","BORIBEL N48 ","N/A"
"2305","BORIBEL N5 GELU ","N/A"
"2306","BORIBEL N6 ","N/A"
"2307","BORIBEL N6 DOS ","N/A"
"2308","BORIBEL N7 GELU ","N/A"
"2309","BORIBEL N7 ","N/A"
"2310","BORIBEL N8 ","N/A"
"2311","BORIBEL N9 ","N/A"
"2312","BORIBEL N9 GELU ","N/A"
"2313","BORIPHARM N1 ","N/A"
"2314","BORIPHARM N18 ","N/A"
"2315","BORIPHARM N23 ","N/A"
"2316","BORIPHARM N3 ","N/A"
"2317","BORIPHARM N31 ","N/A"
"2318","BORIPHARM N41 ","N/A"
"2319","BORIPHARM N48 ","N/A"
"2320","BOROCLARINE ","ACIDE BORIQUE"
"2321","BOROCLARINE ","BORE"
"2322","BOROCLARINE ","PHENYLEPHRINE"
"2323","BOROCLARINE ","SODIUM"
"2324","BOROSTYROL ","N/A"
"2325","BOROSTYROL EMUL LOC ","N/A"
"2326","BORTEZOMIB ","N/A"
"2327","BOSATRIA ","MEPOLIZUMAB"
"2328","BOSENTAN ","N/A"
"2329","BOSENTAN DISPERSIBLE ","N/A"
"2330","BOSULIF ","BOSUTINIB"
"2331","BOSUTINIB ","N/A"
"2332","BOTHROFAV ","N/A"
"2333","BOTOX ALLERGAN ","TOXINE BOTULIQUE A"
"2334","BOTULISM ANTITOXIN BEHRING ","N/A"
"2335","BOULEAU SUPERDIET ","BOULEAU"
"2336","BRADYL ","NADOXOLOL"
"2337","BREAKYL FILM ","FENTANYL"
"2338","BRENTUXIMAB ","N/A"
"2339","BRENTUXIMAB VED ","BRENTUXIMAB VEDOTIN"
"2340","BRETYLATE ","BRETYLIUM"
"2341","BRETYLATE ","BROME"
"2342","BREVIBLOC ","ESMOLOL"
"2343","BREVIMYTAL HIKMA ","METHOHEXITAL"
"2344","BREVOXYL ","PEROXYDE BENZOYLE"
"2345","BREXIN ","N/A"
"2346","BRIAZIDE ","BENAZEPRIL"
"2347","BRIAZIDE ","HYDROCHLOROTHIAZIDE"
"2348","BRICANYL ","TERBUTALINE"
"2349","BRICANYL MICROG ","TERBUTALINE"
"2350","BRICANYL TURBUHALER ","TERBUTALINE"
"2351","BRIDES PIL ","N/A"
"2352","BRIDES SELS ","N/A"
"2353","BRIDION ","SUGAMMADEX"
"2354","BRIEM ","BENAZEPRIL"
"2355","BRIETAL ","METHOHEXITAL"
"2356","BRILIQUE ","TICAGRELOR"
"2357","BRILIVO ","PARACETAMOL"
"2358","BRIMONIDINE ","N/A"
"2359","BRIMONIDINE CHV ","BRIMONIDINE"
"2360","BRIMONIDINE CHV ","BROME"
"2361","BRIMONIDINE ","BRIMONIDINE"
"2362","BRIMONIDINE ","BROME"
"2363","BRINALDIX ","CLOPAMIDE"
"2364","BRINZOLAMIDE + TIMOLOL ","N/A"
"2365","BRINZOLAMIDE ","N/A"
"2366","BRISTAMOX Gé ","N/A"
"2367","BRISTAMOX ","N/A"
"2368","BRISTAMOX ","AMOXICILLINE"
"2369","BRISTAMOX ET ","N/A"
"2370","BRISTOPEN ET IV ","N/A"
"2371","BRISTOPEN ","N/A"
"2372","BRITANE ","N/A"
"2373","BROLENE ","PROPAMIDINE"
"2374","BROLENE ","N/A"
"2375","BROLITENE ","IDROCILAMIDE"
"2376","BROLITENE ","N/A"
"2377","BROMATE DE POTASSIUM ","N/A"
"2378","BROMAZEPAM ","N/A"
"2379","BROMAZEPAM ","BROMAZEPAM"
"2380","BROMAZEPAM ","BROME"
"2381","BROMAZEPAM EXPANPHARM ","BROMAZEPAM"
"2382","BROMAZEPAM EXPANPHARM ","BROME"
"2383","BROMAZEPAM SUBSTIPHARM ","BROMAZEPAM"
"2384","BROMAZEPAM SUBSTIPHARM ","BROME"
"2385","BROMAZEPAM TVP ","BROMAZEPAM"
"2386","BROMAZEPAM TVP ","BROME"
"2387","BROMAZEPAM ZTV ","BROMAZEPAM"
"2388","BROMAZEPAM ZTV ","BROME"
"2389","BROMELAINE ","N/A"
"2390","BROMESULFONEPHTALEINE ","N/A"
"2391","BROMFENAC FL5ML ","N/A"
"2392","BROMHEXINE ","N/A"
"2393","BROMOCARBONE ","AUBEPINE"
"2394","BROMOCARBONE ","BROME"
"2395","BROMOCARBONE ","CALCIUM"
"2396","BROMOCARBONE ","CHARBON"
"2397","BROMOCODYL ","N/A"
"2398","BROMOCRIPTINE ","N/A"
"2399","BROMOCRIPTINE INH LACTEE ","N/A"
"2400","BROMOCRIPTINE INH LACT ","N/A"
"2401","BROMOSULFOPHTALEINE ","BROME"
"2402","BROMOSULFOPHTALEINE ","BROMOSULFONEPHTALEINE"
"2403","BROMPHENIRAMINE ","N/A"
"2404","BROMSULFONEPHTALEINE SERB ","N/A"
"2405","BRONCALENE AD SANS SUCRE ","CHLORPHENAMINE"
"2406","BRONCALENE AD SANS SUCRE ","PHOLCODINE"
"2407","BRONCALENE AD ","CHLORPHENAMINE"
"2408","BRONCALENE AD ","PHOLCODINE"
"2409","BRONCALENE ","CHLORPHENAMINE"
"2410","BRONCALENE ","PHOLCODINE"
"2411","BRONCALENE NR ","CHLORPHENAMINE"
"2412","BRONCATHIOL NR ","CARBOCISTEINE"
"2413","BRONCATHIOL EXPECT AD ","CARBOCISTEINE"
"2414","BRONCHALENE AD ","N/A"
"2415","BRONCHALENE ","N/A"
"2416","BRONCHALENE NR ","N/A"
"2417","BRONCHALENE SS SUCRE AD ","N/A"
"2418","BRONCHATHIOL NR ","N/A"
"2419","BRONCHATHIOL ","N/A"
"2420","BRONCHEX SUCREE ","N/A"
"2421","BRONCHEX ","N/A"
"2422","BRONCHO LACTOL AD ","N/A"
"2423","BRONCHO LACTOL BB ","N/A"
"2424","BRONCHOCYST ","CARBOCISTEINE"
"2425","BRONCHOCYST AD ","N/A"
"2426","BRONCHODERMINE AD ","N/A"
"2427","BRONCHODERMINE ","N/A"
"2428","BRONCHODERMINE NR ","N/A"
"2429","BRONCHODERMINE ","EUCALYPTOL"
"2430","BRONCHODERMINE ","GAIACOL"
"2431","BRONCHODERMINE ","PIN"
"2432","BRONCHODUAL GELULE+INH ","BROME"
"2433","BRONCHODUAL GELULE+INH ","FENOTEROL"
"2434","BRONCHODUAL GELULE+INH ","IPRATROPIUM"
"2435","BRONCHODUAL INH ","BROME"
"2436","BRONCHODUAL INH ","FENOTEROL"
"2437","BRONCHODUAL INH ","IPRATROPIUM"
"2438","BRONCHODUAL MICROG ","N/A"
"2439","BRONCHODUAL MICROG ","BROME"
"2440","BRONCHODUAL MICROG ","FENOTEROL"
"2441","BRONCHODUAL ","N/A"
"2442","BRONCHOIDS ","ACONIT"
"2443","BRONCHOIDS ","BORE"
"2444","BRONCHOIDS ","CODEINE"
"2445","BRONCHOIDS ","MENTHOL"
"2446","BRONCHOIDS ","SODIUM"
"2447","BRONCHOIDS ","TETRACAINE"
"2448","BRONCHOKOD NR ","CARBOCISTEINE"
"2449","BRONCHOKOD NR Gé ","CARBOCISTEINE"
"2450","BRONCHOKOD AD Gé ","N/A"
"2451","BRONCHOKOD AD Gé ","CARBOCISTEINE"
"2452","BRONCHOKOD AD ","CARBOCISTEINE"
"2453","BRONCHOKOD AD ","N/A"
"2454","BRONCHOKOD ","N/A"
"2455","BRONCHORECTINE AU CITRAL AD ","N/A"
"2456","BRONCHORECTINE AU CITRAL ","N/A"
"2457","BRONCHORECTINE CITRAL NR ","N/A"
"2458","BRONCHOSPRAY ","N/A"
"2459","BRONCHOTULISAN EUCALY AD ","ACIDE ACETYLSALICYLIQUE"
"2460","BRONCHOTULISAN EUCALY AD ","NOSCAPINE"
"2461","BRONCHOTULISAN EUCALY ","ACIDE ACETYLSALICYLIQUE"
"2462","BRONCHOTULISAN EUCALY ","NOSCAPINE"
"2463","BRONCHY AD ","N/A"
"2464","BRONCHY ","N/A"
"2465","BRONCHY NR ","N/A"
"2466","BRONCHYDEX SS SUCRE ","N/A"
"2467","BRONCHYDEX AD ","N/A"
"2468","BRONCHYTEINE NR ","CARBOCISTEINE"
"2469","BRONCHYTEINE AD ","N/A"
"2470","BRONCHYTUC ","N/A"
"2471","BRONCHYTUC SS SUCRE ","N/A"
"2472","BRONCOCLAR ","CARBOCISTEINE"
"2473","BRONCOCLAR ","ACETYLCYSTEINE"
"2474","BRONCOCLAR AD ","CARBOCISTEINE"
"2475","BRONCOL ","N/A"
"2476","BRONCORINOL AD EXPECT ","CARBOCISTEINE"
"2477","BRONCORINOL AD TOUX SECHE ","N/A"
"2478","BRONCORINOL AD TX SECHE ","N/A"
"2479","BRONCORINOL ","N/A"
"2480","BRONCORINOL TX SECHE ","PHOLCODINE"
"2481","BRONCORINOL ETATS GRIPPAUX ","N/A"
"2482","BRONCORINOL MAUX DE GORGE ","ACIDE ASCORBIQUE"
"2483","BRONCORINOL MAUX DE GORGE ","CETYLPYRIDINIUM"
"2484","BRONCORINOL MAUX DE GORGE ","TETRACAINE"
"2485","BRONCORINOL RHINITES ","N/A"
"2486","BRONCORINOL RHUME ","PARACETAMOL"
"2487","BRONCORINOL RHUME ","PSEUDOEPHEDRINE"
"2488","BRONILIDE ","N/A"
"2489","BRONKIREX NR SS Gé ","CARBOCISTEINE"
"2490","BRONKIREX AD SS ","CARBOCISTEINE"
"2491","BRONPAX A LA TYROTHRICINE ","N/A"
"2492","BRONPAX AD ","N/A"
"2493","BRONPAX ","N/A"
"2494","BROPARESTROL ","N/A"
"2495","BRUFEN ","IBUPROFENE"
"2496","BRUFEN EFFV ","IBUPROFENE"
"2497","BRULEX ","N/A"
"2498","BRYONIA OPOD LIN ","N/A"
"2499","BSS F + F ","N/A"
